Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Fixation Count;Fixation Frequency [count/s];Fixation Duration Total [ms];Fixation Duration Average [ms];Fixation Duration Maximum [ms];Fixation Duration Minimum [ms];Fixation Dispersion Total [px];Fixation Dispersion Average [px];Fixation Dispersion Maximum [px];Fixation Dispersion Minimum [px];Saccade Count;Saccade Frequency [count/s];Saccade Duration Total [ms];Saccade Duration Average [ms];Saccade Duration Maximum [ms];Saccade Duration Minimum [ms];Saccade Amplitude Total [°];Saccade Amplitude Average [°];Saccade Amplitude Maximum [°];Saccade Amplitude Minimum [°];Saccade Velocity Total [°/s];Saccade Velocity Average [°/s];Saccade Velocity Maximum [°/s];Saccade Velocity Minimum [°/s];Saccade Latency Average [ms];Blink Count;Blink Frequency [count/s];Blink Duration Total [ms];Blink Duration Average [ms];Blink Duration Maximum [ms];Blink Duration Minimum [ms];Left Mouse Click Count;Left Mouse Click Frequency [count/s];Right Mouse Click Count;Right Mouse Click Frequency [count/s];Scanpath Length [px]
Trial009;11_spna_f.jpg;0.0;9998.9;MD226;DarkGreen;21;2.1;9142.8;435.4;1126.2;91.7;1718.0;81.8;99.7;24.0;21;2.1;658.8;31.4;133.4;8.2;97.8;4.7;17.4;0.0;2005.6;95.5;346.3;5.1;411.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5230
Trial006;11_spna_f.jpg;0.0;9993.7;MD227;DarkKhaki;37;3.7;7432.5;200.9;625.6;83.4;3214.8;86.9;99.4;54.8;38;3.8;2068.9;54.4;317.0;8.2;198.6;5.2;30.7;0.1;3156.9;83.1;446.4;11.0;198.2;2;0.2;191.9;95.9;108.4;83.5;0;0.0;0;0.0;4298
Trial010;11_spna_f.jpg;0.0;10002.1;MD228;DarkMagenta;35;3.5;8750.1;250.0;675.7;83.4;2784.6;79.6;100.0;39.5;36;3.6;743.3;20.6;125.1;8.3;120.5;3.3;34.1;0.1;3234.5;89.8;311.8;6.5;251.4;2;0.2;300.1;150.1;158.2;141.9;0;0.0;0;0.0;6313
Trial009;11_spna_f.jpg;0.0;9996.6;MD229;DarkOliveGreen;33;3.3;7883.1;238.9;692.4;91.8;2636.9;79.9;99.9;31.8;35;3.5;1042.8;29.8;175.2;8.2;238.2;6.8;44.1;0.0;4374.4;125.0;659.6;5.4;253.2;5;0.5;742.2;148.4;200.1;108.4;0;0.0;0;0.0;5234
Trial009;11_spna_f.jpg;0.0;9999.6;MD230;DarkOrange;16;1.6;9234.2;577.1;2260.6;100.1;1405.3;87.8;99.8;39.5;18;1.8;402.0;22.3;58.4;8.1;85.8;4.8;16.6;0.1;2752.1;152.9;662.8;7.6;551.0;1;0.1;133.5;133.5;133.5;133.5;0;0.0;0;0.0;4530
Trial005;11_spna_f.jpg;0.0;9995.8;MD231;DarkOrchid;38;3.8;8075.1;212.5;642.3;83.4;3382.6;89.0;99.7;32.2;40;4.0;975.9;24.4;91.8;8.2;200.0;5.0;41.9;0.0;4946.5;123.7;835.1;3.2;225.7;5;0.5;642.2;128.4;183.5;83.4;0;0.0;0;0.0;8761
Trial012;11_spna_f.jpg;0.0;9993.9;MD232;DarkRed;26;2.6;9293.1;357.4;825.8;108.5;2170.8;83.5;99.6;30.5;27;2.7;525.4;19.5;66.8;8.2;77.2;2.9;15.1;0.0;2001.7;74.1;258.7;4.3;357.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4865
Trial003;11_spna_f.jpg;0.0;9996.8;MD233;DarkSalmon;30;3.0;8225.2;274.2;1977.0;83.4;2615.4;87.2;99.3;49.4;31;3.1;842.4;27.2;141.8;8.2;145.4;4.7;37.5;0.1;3842.3;123.9;643.0;7.4;234.7;2;0.2;250.4;125.2;133.5;116.9;0;0.0;0;0.0;5386
Trial008;11_spna_f.jpg;0.0;9994.0;MD234;DarkSeaGreen;31;3.1;8483.4;273.7;650.6;100.1;2574.9;83.1;99.8;23.8;31;3.1;767.9;24.8;108.5;8.2;134.9;4.4;18.0;0.0;4211.0;135.8;783.1;4.0;293.3;3;0.3;275.2;91.7;116.7;75.1;0;0.0;0;0.0;6333
Trial003;11_spna_f.jpg;0.0;9998.7;MD235;DarkSlateBlue;26;2.6;8966.9;344.9;1009.4;125.1;2292.8;88.2;99.7;35.0;27;2.7;709.6;26.3;100.1;8.2;103.7;3.8;21.9;0.1;2458.2;91.0;655.9;3.3;349.4;1;0.1;91.7;91.7;91.7;91.7;0;0.0;0;0.0;5682
Trial012;11_spna_f.jpg;0.0;9994.8;MD236;DarkSlateGray;23;2.3;9101.4;395.7;1109.5;91.7;1803.1;78.4;99.8;34.8;23;2.3;675.3;29.4;91.7;8.2;113.6;4.9;16.4;0.0;2552.5;111.0;276.1;2.1;364.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6701
Trial002;11_spna_f.jpg;0.0;9995.3;MD237;DarkTurquoise;27;2.7;8852.7;327.9;1126.2;83.3;2241.2;83.0;100.0;32.5;27;2.7;593.2;22.0;75.2;6.3;91.0;3.4;32.3;0.0;2289.7;84.8;553.9;5.3;352.7;2;0.2;300.5;150.2;191.9;108.6;0;0.0;0;0.0;3273
Trial004;11_spna_f.jpg;0.0;9992.9;MD238;DarkViolet;34;3.4;7774.9;228.7;433.9;91.7;2679.1;78.8;99.8;34.3;36;3.6;1201.0;33.4;141.9;8.2;313.7;8.7;35.4;0.1;7463.5;207.3;808.5;6.0;246.2;4;0.4;450.4;112.6;150.1;91.7;0;0.0;0;0.0;10942
Trial004;11_spna_f.jpg;0.0;9994.0;MD219;DeepPink;31;3.1;8967.5;289.3;851.0;108.5;2149.8;69.3;99.3;32.0;32;3.2;784.1;24.5;58.5;8.2;173.9;5.4;19.2;0.1;4295.5;134.2;352.5;6.1;283.9;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9250
Trial008;11_spna_f.jpg;0.0;9990.2;MD240;DeepSkyBlue;31;3.1;8909.9;287.4;951.5;91.8;2650.9;85.5;99.6;56.2;31;3.1;883.8;28.5;183.5;8.2;90.2;2.9;14.4;0.0;2180.2;70.3;281.5;4.5;265.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4675
Trial005;11_spna_f.jpg;0.0;10001.4;MD239;DimGray;28;2.8;8875.6;317.0;800.8;91.8;2324.1;83.0;99.9;26.6;28;2.8;817.5;29.2;133.4;8.2;136.1;4.9;24.3;0.0;2828.2;101.0;310.5;4.2;329.7;1;0.1;108.5;108.5;108.5;108.5;0;0.0;0;0.0;6962
Trial004;11_spna_f.jpg;0.0;10000.2;WD234;DodgerBlue;34;3.4;9083.9;267.2;809.2;91.8;2689.3;79.1;100.0;13.3;34;3.4;759.4;22.3;133.5;8.2;101.4;3.0;18.6;0.0;2934.1;86.3;275.5;5.5;268.7;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6701
Trial004;11_spna_f.jpg;0.0;9994.4;WD235;Firebrick;28;2.8;8316.5;297.0;550.6;83.4;2330.8;83.2;100.0;28.7;29;2.9;742.7;25.6;125.1;8.2;107.4;3.7;25.0;0.0;2268.4;78.2;265.0;2.0;317.3;3;0.3;475.7;158.6;250.4;83.5;0;0.0;0;0.0;4583
Trial002;11_spna_f.jpg;0.0;10002.2;WD236;ForestGreen;31;3.1;9126.4;294.4;567.4;83.4;2599.0;83.8;99.5;31.8;31;3.1;683.7;22.1;125.1;8.2;89.7;2.9;23.3;0.0;2235.3;72.1;283.8;4.8;290.0;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5228
Trial003;11_spna_f.jpg;0.0;9994.3;WD237;Gainsboro;25;2.5;8875.3;355.0;817.5;100.1;2185.0;87.4;99.8;30.9;26;2.6;626.0;24.1;75.1;8.2;94.7;3.6;14.9;0.0;2322.1;89.3;288.4;3.9;348.7;1;0.1;241.9;241.9;241.9;241.9;0;0.0;0;0.0;5390
Trial009;11_spna_f.jpg;0.0;9992.8;WD238;Gold;29;2.9;7449.6;256.9;717.4;91.7;2467.2;85.1;99.9;26.5;32;3.2;1601.2;50.0;233.5;8.2;302.8;9.5;43.6;0.0;5421.1;169.4;747.2;4.5;258.9;5;0.5;525.6;105.1;158.5;83.4;0;0.0;0;0.0;6134
Trial002;11_spna_f.jpg;0.0;9997.1;WD239;Goldenrod;32;3.2;6980.9;218.2;842.6;83.4;2876.6;89.9;99.9;63.2;35;3.5;1770.0;50.6;258.6;8.2;323.9;9.3;85.1;0.1;3329.7;95.1;408.3;9.2;237.0;5;0.5;867.4;173.5;200.1;116.7;0;0.0;0;0.0;4161
Trial005;11_spna_f.jpg;0.0;9998.4;WD240;Gray;28;2.8;8883.9;317.3;1042.7;83.5;2140.1;76.4;99.8;19.9;28;2.8;826.2;29.5;183.6;8.2;147.1;5.3;61.4;0.0;2446.6;87.4;409.1;1.3;332.4;1;0.1;75.2;75.2;75.2;75.2;0;0.0;0;0.0;5635
Trial007;11_spna_f.jpg;0.0;9995.8;WD241;Green;28;2.8;8975.8;320.6;775.7;83.4;2301.0;82.2;100.0;31.6;28;2.8;609.1;21.8;75.1;8.3;108.0;3.9;18.4;0.0;2524.8;90.2;274.8;4.4;330.6;1;0.1;158.5;158.5;158.5;158.5;0;0.0;0;0.0;6710
Trial008;7_span_f.jpg;0.0;9998.4;MD216;Coral;23;2.3;9151.0;397.9;976.0;83.5;2043.5;88.8;99.7;37.9;23;2.3;667.3;29.0;125.1;8.2;123.1;5.4;25.4;0.0;3252.4;141.4;643.9;5.0;398.5;1;0.1;175.1;175.1;175.1;175.1;0;0.0;0;0.0;6292
Trial002;7_span_f.jpg;0.0;9994.6;MD218;CornflowerBlue;28;2.8;9157.3;327.0;859.2;83.4;2492.6;89.0;100.0;48.4;27;2.7;833.5;30.9;141.8;8.2;132.7;4.9;23.5;0.1;2528.6;93.7;368.0;7.5;339.8;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7511
Trial001;7_span_f.jpg;0.0;10001.3;MD220;Crimson;30;3.0;9385.0;312.8;592.2;150.1;2344.9;78.2;99.9;30.1;29;2.9;608.5;21.0;58.4;8.2;95.6;3.3;15.1;0.0;2643.7;91.2;302.8;4.2;317.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6535
Trial005;7_span_f.jpg;0.0;9996.7;MD221;Cyan;27;2.7;8378.5;310.3;1635.0;91.8;2166.5;80.2;99.9;22.4;26;2.6;1234.6;47.5;216.9;8.2;156.1;6.0;23.8;0.0;2661.4;102.4;265.5;3.3;275.3;1;0.1;325.4;325.4;325.4;325.4;0;0.0;0;0.0;6693
Trial011;7_span_f.jpg;0.0;9997.3;MD222;DarkBlue;38;3.8;6306.5;166.0;408.7;83.4;3305.3;87.0;100.0;20.6;39;3.9;2227.1;57.1;408.8;8.2;374.2;9.6;72.7;0.1;4170.0;106.9;416.2;9.0;187.5;5;0.5;517.3;103.5;133.5;83.4;0;0.0;0;0.0;7323
Trial009;7_span_f.jpg;0.0;9998.0;MD223;DarkCyan;40;4.0;8225.5;205.6;717.5;83.4;3535.1;88.4;99.7;36.4;40;4.0;1484.3;37.1;233.6;8.2;144.2;3.6;21.1;0.0;2795.7;69.9;281.5;6.0;207.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6534
Trial004;7_span_f.jpg;0.0;9997.0;MD224;DarkGoldenrod;27;2.7;8908.9;330.0;825.8;83.3;2148.4;79.6;100.0;37.4;27;2.7;734.2;27.2;66.8;8.3;132.4;4.9;18.3;0.0;3389.7;125.5;547.6;3.8;324.7;1;0.1;141.9;141.9;141.9;141.9;0;0.0;0;0.0;7000
Trial004;7_span_f.jpg;0.0;9991.5;MD225;DarkGray;26;2.6;8341.8;320.8;575.5;91.7;1995.5;76.8;99.8;22.9;30;3.0;625.3;20.8;50.1;8.2;218.7;7.3;27.9;0.0;7627.3;254.2;839.4;5.1;296.0;5;0.5;550.8;110.2;183.5;83.5;0;0.0;0;0.0;6469
Trial003;7_span_f.jpg;0.0;9997.4;MD226;DarkGreen;23;2.3;9210.0;400.4;1401.5;91.7;1913.0;83.2;99.8;47.4;23;2.3;592.4;25.8;100.1;8.2;96.1;4.2;17.7;0.1;2381.4;103.5;327.3;6.3;413.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5799
Trial008;7_span_f.jpg;0.0;9988.4;MD227;DarkKhaki;32;3.2;8458.6;264.3;859.2;91.7;2774.1;86.7;99.9;42.7;33;3.3;1042.8;31.6;166.9;8.2;178.9;5.4;68.2;0.0;3354.6;101.7;739.1;2.7;260.7;2;0.2;225.1;112.6;125.1;100.0;0;0.0;0;0.0;4051
Trial008;7_span_f.jpg;0.0;9996.2;MD228;DarkMagenta;35;3.5;8859.0;253.1;659.0;100.1;2980.1;85.1;99.6;45.0;35;3.5;917.6;26.2;125.3;8.2;125.2;3.6;16.4;0.0;3170.3;90.6;336.0;2.6;257.1;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7741
Trial007;7_span_f.jpg;0.0;9989.2;MD229;DarkOliveGreen;21;2.1;4570.8;217.7;433.7;83.4;1803.3;85.9;98.7;42.6;23;2.3;2041.0;88.7;714.4;8.2;520.6;22.6;164.3;0.1;4811.5;209.2;548.3;6.1;344.1;9;0.9;2232.6;248.1;814.4;83.5;0;0.0;0;0.0;6817
Trial001;7_span_f.jpg;0.0;9984.8;MD230;DarkOrange;20;2.0;8133.6;406.7;1067.7;108.5;1734.4;86.7;99.9;41.1;22;2.2;617.5;28.1;91.7;8.2;125.0;5.7;25.6;0.0;2710.8;123.2;388.6;2.3;409.9;2;0.2;962.9;481.5;612.6;350.3;0;0.0;0;0.0;5365
Trial003;7_span_f.jpg;0.0;9995.7;MD231;DarkOrchid;40;4.0;8434.5;210.9;525.5;83.5;3328.1;83.2;99.9;45.8;40;4.0;1125.9;28.1;133.5;8.2;206.5;5.2;25.9;0.0;4876.1;121.9;1036.8;5.2;219.5;2;0.2;166.9;83.4;91.7;75.1;0;0.0;0;0.0;9368
Trial009;7_span_f.jpg;0.0;10000.6;MD232;DarkRed;30;3.0;9326.2;310.9;617.2;83.4;2546.3;84.9;100.0;31.4;30;3.0;467.2;15.6;66.8;8.2;50.6;1.7;13.6;0.0;1701.8;56.7;232.6;4.7;310.9;0;0.0;0.0;-;-;-;0;0.0;0;0.0;3809
Trial008;7_span_f.jpg;0.0;9982.5;MD233;DarkSalmon;27;2.7;8650.9;320.4;1084.4;83.4;2181.0;80.8;99.2;42.7;30;3.0;775.6;25.9;108.4;8.2;166.9;5.6;19.8;0.1;5501.0;183.4;1180.2;6.9;311.5;2;0.2;200.1;100.1;108.4;91.7;0;0.0;0;0.0;6802
Trial009;7_span_f.jpg;0.0;9997.9;MD234;DarkSeaGreen;30;3.0;8391.7;279.7;1134.5;83.4;2581.9;86.1;99.9;36.6;30;3.0;934.4;31.1;158.5;8.2;159.6;5.3;34.5;0.0;3266.9;108.9;687.6;3.7;263.5;2;0.2;225.4;112.7;150.3;75.2;0;0.0;0;0.0;6409
Trial002;7_span_f.jpg;0.0;9996.4;MD235;DarkSlateBlue;27;2.7;9117.2;337.7;1418.2;83.4;2327.7;86.2;99.0;43.9;27;2.7;667.7;24.7;141.9;8.2;109.6;4.1;17.2;0.1;2545.7;94.3;342.6;8.3;347.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6515
Trial005;7_span_f.jpg;0.0;9994.3;MD236;DarkSlateGray;24;2.4;8608.8;358.7;867.5;83.4;1978.8;82.4;99.6;12.0;25;2.5;909.2;36.4;150.1;8.2;170.8;6.8;36.6;0.0;3816.0;152.6;777.8;2.2;364.3;2;0.2;233.5;116.8;125.1;108.4;0;0.0;0;0.0;6553
Trial006;7_span_f.jpg;0.0;9992.4;MD237;DarkTurquoise;33;3.3;8663.9;262.5;775.8;91.7;2726.6;82.6;100.0;29.9;33;3.3;945.8;28.7;125.1;6.9;95.9;2.9;22.6;0.0;2042.8;61.9;316.1;3.5;276.5;1;0.1;166.9;166.9;166.9;166.9;0;0.0;0;0.0;4780
Trial005;7_span_f.jpg;0.0;10000.5;MD238;DarkViolet;32;3.2;8341.6;260.7;400.5;83.5;2424.4;75.8;99.5;28.3;34;3.4;809.5;23.8;141.8;8.2;187.9;5.5;28.1;0.1;4977.8;146.4;563.6;6.9;261.6;5;0.5;533.8;106.8;125.1;83.4;0;0.0;0;0.0;5714
Trial009;7_span_f.jpg;0.0;9999.8;MD219;DeepPink;30;3.0;8758.5;291.9;709.1;91.7;2289.1;76.3;99.9;18.9;33;3.3;842.9;25.5;100.0;8.2;199.2;6.0;23.4;0.0;6011.2;182.2;784.8;4.4;274.0;1;0.1;166.9;166.9;166.9;166.9;0;0.0;0;0.0;8616
Trial001;7_span_f.jpg;0.0;10001.3;MD240;DeepSkyBlue;23;2.3;9285.0;403.7;2310.7;83.3;1987.2;86.4;100.0;20.6;23;2.3;508.2;22.1;100.1;8.0;67.2;2.9;15.8;0.0;1723.6;74.9;314.9;3.4;317.0;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4206
Trial011;7_span_f.jpg;0.0;9999.8;MD239;DimGray;33;3.3;8266.5;250.5;517.2;83.5;2768.4;83.9;99.5;46.4;35;3.5;1076.5;30.8;116.8;8.2;225.2;6.4;31.1;0.0;5515.9;157.6;744.2;4.9;256.1;3;0.3;392.0;130.7;141.8;125.1;0;0.0;0;0.0;9491
Trial002;7_span_f.jpg;0.0;9990.2;WD234;DodgerBlue;31;3.1;9084.3;293.0;542.1;125.1;2654.8;85.6;99.8;47.0;31;3.1;675.6;21.8;108.4;8.2;115.7;3.7;19.0;0.1;3045.8;98.3;325.6;6.4;285.0;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7047
Trial012;7_span_f.jpg;0.0;9996.8;WD235;Firebrick;26;2.6;8925.3;343.3;892.6;83.4;1950.9;75.0;99.8;22.0;27;2.7;601.2;22.3;100.1;8.2;105.8;3.9;23.4;0.0;2789.4;103.3;428.3;2.3;337.5;1;0.1;175.1;175.1;175.1;175.1;0;0.0;0;0.0;5221
Trial004;7_span_f.jpg;0.0;9991.8;WD236;ForestGreen;27;2.7;9067.8;335.8;1051.1;91.7;2343.3;86.8;99.6;43.3;28;2.8;733.9;26.2;141.9;8.2;113.9;4.1;29.5;0.0;2500.5;89.3;321.3;4.7;335.8;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6190
Trial006;7_span_f.jpg;0.0;9993.2;WD237;Gainsboro;24;2.4;9092.1;378.8;1084.5;91.8;2002.5;83.4;99.7;14.2;24;2.4;676.2;28.2;141.9;8.2;72.5;3.0;18.0;0.0;1576.9;65.7;215.5;2.9;391.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4287
Trial007;7_span_f.jpg;0.0;9998.2;WD238;Gold;38;3.8;7708.2;202.8;784.2;83.4;3372.0;88.7;99.9;30.6;41;4.1;1609.6;39.3;191.9;8.2;258.1;6.3;43.7;0.0;5286.0;128.9;873.2;3.3;204.0;3;0.3;317.0;105.7;108.5;100.1;0;0.0;0;0.0;7538
Trial009;7_span_f.jpg;0.0;9998.8;WD239;Goldenrod;36;3.6;6331.7;175.9;684.1;83.4;3220.5;89.5;99.7;42.8;36;3.6;1808.2;50.2;317.0;8.2;307.0;8.5;44.2;0.1;3472.7;96.5;494.0;8.1;211.2;6;0.6;784.0;130.7;175.2;75.0;0;0.0;0;0.0;5955
Trial003;7_span_f.jpg;0.0;9995.9;WD240;Gray;30;3.0;9017.7;300.6;784.1;83.4;2321.9;77.4;100.0;17.3;29;2.9;667.3;23.0;66.8;8.2;98.5;3.4;15.8;0.0;2574.8;88.8;314.1;5.4;321.2;1;0.1;91.7;91.7;91.7;91.7;0;0.0;0;0.0;6383
Trial011;7_span_f.jpg;0.0;9993.5;WD241;Green;22;2.2;8925.8;405.7;1276.3;150.1;1799.6;81.8;99.9;28.9;23;2.3;617.3;26.8;75.1;8.2;147.5;6.4;29.8;0.0;3201.2;139.2;892.0;3.7;360.6;2;0.2;233.6;116.8;141.8;91.8;0;0.0;0;0.0;5341
Trial009;15_pasn_f.jpg;0.0;9992.1;MD216;Coral;31;3.1;9265.2;298.9;934.4;125.1;2685.5;86.6;99.7;38.4;30;3.0;617.5;20.6;58.5;8.3;109.8;3.7;18.5;0.0;2914.3;97.1;316.9;4.4;311.5;1;0.1;91.7;91.7;91.7;91.7;0;0.0;0;0.0;6555
Trial006;15_pasn_f.jpg;0.0;9983.2;MD218;CornflowerBlue;32;3.2;9042.8;282.6;1184.6;83.5;2707.0;84.6;99.8;20.9;32;3.2;809.1;25.3;100.1;8.2;141.4;4.4;19.3;0.1;3427.5;107.1;414.0;7.7;286.3;1;0.1;125.1;125.1;125.1;125.1;0;0.0;0;0.0;7403
Trial008;15_pasn_f.jpg;0.0;9996.4;MD220;Crimson;31;3.1;9191.9;296.5;792.5;83.5;2330.5;75.2;99.6;17.5;30;3.0;800.5;26.7;141.7;8.2;115.9;3.9;16.0;0.0;2832.2;94.4;249.9;2.3;305.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7230
Trial012;15_pasn_f.jpg;0.0;9995.0;MD221;Cyan;35;3.5;8632.0;246.6;792.5;83.5;2717.0;77.6;99.9;25.8;34;3.4;1351.6;39.8;191.9;8.2;171.6;5.0;19.7;0.1;2869.4;84.4;259.1;6.6;245.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8068
Trial005;15_pasn_f.jpg;0.0;9993.9;MD222;DarkBlue;39;3.9;7323.9;187.8;383.7;83.3;3298.5;84.6;99.7;32.0;42;4.2;1668.8;39.7;108.4;8.2;340.7;8.1;46.1;0.0;6406.9;152.5;725.3;4.7;199.8;5;0.5;590.9;118.2;150.1;91.7;0;0.0;0;0.0;8874
Trial008;15_pasn_f.jpg;0.0;9992.8;MD223;DarkCyan;35;3.5;8457.6;241.6;642.4;83.3;3129.5;89.4;99.9;32.0;35;3.5;1235.5;35.3;267.0;8.3;132.5;3.8;36.5;0.0;2394.8;68.4;264.8;5.4;243.8;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5800
Trial003;15_pasn_f.jpg;0.0;9990.2;MD224;DarkGoldenrod;28;2.8;8775.3;313.4;959.3;100.1;2340.3;83.6;99.7;26.2;30;3.0;684.3;22.8;91.7;8.2;142.5;4.8;20.0;0.1;4405.9;146.9;634.8;7.9;312.1;2;0.2;392.0;196.0;283.6;108.4;0;0.0;0;0.0;6898
Trial008;15_pasn_f.jpg;0.0;9999.2;MD225;DarkGray;26;2.6;8450.1;325.0;650.6;125.2;1980.2;76.2;99.8;33.0;30;3.0;725.8;24.2;116.9;8.2;281.3;9.4;53.7;0.1;9112.2;303.7;993.4;7.0;297.7;3;0.3;300.4;100.1;116.8;75.2;0;0.0;0;0.0;5672
Trial004;15_pasn_f.jpg;0.0;9994.0;MD226;DarkGreen;28;2.8;9284.4;331.6;1167.8;116.8;2266.5;80.9;100.0;32.9;28;2.8;492.2;17.6;83.4;8.2;74.1;2.6;17.7;0.0;2333.7;83.3;309.0;3.5;338.9;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5044
Trial012;15_pasn_f.jpg;0.0;9993.8;MD227;DarkKhaki;29;2.9;8359.0;288.2;667.3;91.8;2652.3;91.5;100.0;60.4;32;3.2;1000.7;31.3;100.1;8.3;164.1;5.1;22.5;0.0;4309.2;134.7;760.8;4.8;283.1;2;0.2;183.4;91.7;100.0;83.4;0;0.0;0;0.0;4646
Trial011;15_pasn_f.jpg;0.0;9997.4;MD228;DarkMagenta;34;3.4;8575.1;252.2;500.5;108.4;2839.6;83.5;99.9;39.6;34;3.4;876.5;25.8;116.9;8.2;176.9;5.2;55.2;0.0;3628.3;106.7;472.2;5.0;265.9;1;0.1;166.7;166.7;166.7;166.7;0;0.0;0;0.0;6962
Trial006;15_pasn_f.jpg;0.0;9991.3;MD229;DarkOliveGreen;31;3.1;7390.6;238.4;659.0;91.8;2590.5;83.6;99.8;36.2;33;3.3;1085.0;32.9;133.5;8.2;252.5;7.7;46.9;0.0;4762.2;144.3;494.0;2.6;261.6;6;0.6;1197.8;199.6;681.0;75.0;0;0.0;0;0.0;9986
Trial012;15_pasn_f.jpg;0.0;9999.3;MD230;DarkOrange;13;1.3;9292.8;714.8;1618.3;125.1;1179.2;90.7;99.8;57.0;13;1.3;216.9;16.7;50.1;8.2;30.0;2.3;13.9;0.1;771.5;59.3;277.0;7.2;676.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;1380
Trial012;15_pasn_f.jpg;0.0;9995.3;MD231;DarkOrchid;31;3.1;8283.3;267.2;675.7;83.5;2581.4;83.3;99.9;39.6;33;3.3;951.1;28.8;141.9;8.3;187.0;5.7;25.7;0.1;5111.3;154.9;924.9;6.3;270.1;3;0.3;308.7;102.9;133.5;83.5;0;0.0;0;0.0;7038
Trial005;15_pasn_f.jpg;0.0;9994.7;MD232;DarkRed;30;3.0;9326.0;310.9;767.5;108.5;2590.7;86.4;99.9;33.1;30;3.0;475.8;15.9;66.7;8.2;63.6;2.1;17.4;0.0;1859.3;62.0;270.6;1.9;314.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4658
Trial006;15_pasn_f.jpg;0.0;9998.0;MD233;DarkSalmon;36;3.6;7607.6;211.3;600.6;91.8;2802.6;77.8;99.9;21.5;37;3.7;1793.7;48.5;267.0;8.2;280.7;7.6;68.4;0.0;4152.4;112.2;705.0;4.5;216.4;3;0.3;342.0;114.0;125.1;91.8;0;0.0;0;0.0;6932
Trial003;15_pasn_f.jpg;0.0;9996.2;MD234;DarkSeaGreen;30;3.0;8909.3;297.0;775.8;100.0;2336.7;77.9;99.7;23.2;30;3.0;784.2;26.1;108.4;8.1;156.8;5.2;25.6;0.0;3485.4;116.2;612.9;5.0;306.1;1;0.1;75.0;75.0;75.0;75.0;0;0.0;0;0.0;7391
Trial006;15_pasn_f.jpg;0.0;9995.0;MD235;DarkSlateBlue;32;3.2;7858.0;245.6;600.6;83.5;2847.7;89.0;99.9;35.3;32;3.2;1968.7;61.5;308.6;8.2;141.6;4.4;19.8;0.0;1792.8;56.0;237.2;5.6;243.8;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4745
Trial002;15_pasn_f.jpg;0.0;9997.3;MD236;DarkSlateGray;18;1.8;9292.9;516.3;892.5;91.8;1593.6;88.5;99.9;68.6;19;1.9;432.3;22.8;108.5;8.2;73.4;3.9;24.0;0.0;1628.4;85.7;301.2;2.3;516.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;3947
Trial010;15_pasn_f.jpg;0.0;9996.3;MD237;DarkTurquoise;27;2.7;8384.2;310.5;842.5;83.4;2172.0;80.4;100.0;17.5;27;2.7;1234.0;45.7;392.0;8.0;131.0;4.9;33.0;0.0;1938.2;71.8;238.7;5.0;328.6;1;0.1;125.3;125.3;125.3;125.3;0;0.0;0;0.0;5160
Trial006;15_pasn_f.jpg;0.0;9992.7;MD238;DarkViolet;34;3.4;8100.0;238.2;634.0;91.8;2624.1;77.2;99.9;34.9;34;3.4;850.5;25.0;133.5;8.2;208.9;6.1;29.4;0.0;5701.8;167.7;780.4;2.5;256.8;6;0.6;700.9;116.8;150.3;83.4;0;0.0;0;0.0;6840
Trial012;15_pasn_f.jpg;0.0;9998.5;MD219;DeepPink;30;3.0;8725.6;290.9;659.0;108.5;2320.8;77.4;99.9;28.3;30;3.0;825.8;27.5;83.4;8.2;180.6;6.0;27.1;0.1;5090.8;169.7;812.2;6.7;285.9;2;0.2;200.1;100.1;108.4;91.7;0;0.0;0;0.0;9764
