Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Fixation Count;Fixation Frequency [count/s];Fixation Duration Total [ms];Fixation Duration Average [ms];Fixation Duration Maximum [ms];Fixation Duration Minimum [ms];Fixation Dispersion Total [px];Fixation Dispersion Average [px];Fixation Dispersion Maximum [px];Fixation Dispersion Minimum [px];Saccade Count;Saccade Frequency [count/s];Saccade Duration Total [ms];Saccade Duration Average [ms];Saccade Duration Maximum [ms];Saccade Duration Minimum [ms];Saccade Amplitude Total [°];Saccade Amplitude Average [°];Saccade Amplitude Maximum [°];Saccade Amplitude Minimum [°];Saccade Velocity Total [°/s];Saccade Velocity Average [°/s];Saccade Velocity Maximum [°/s];Saccade Velocity Minimum [°/s];Saccade Latency Average [ms];Blink Count;Blink Frequency [count/s];Blink Duration Total [ms];Blink Duration Average [ms];Blink Duration Maximum [ms];Blink Duration Minimum [ms];Left Mouse Click Count;Left Mouse Click Frequency [count/s];Right Mouse Click Count;Right Mouse Click Frequency [count/s];Scanpath Length [px]
Trial010;5_ansp_f.jpg;0.0;9999.7;WD216;GreenYellow;40;4.0;8091.9;202.3;483.9;83.4;3026.3;75.7;99.8;30.9;40;4.0;1468.0;36.7;150.1;8.2;244.4;6.1;61.6;0.0;4934.2;123.4;738.8;5.3;208.6;1;0.1;158.5;158.5;158.5;158.5;0;0.0;0;0.0;7984
Trial001;5_ansp_f.jpg;0.0;9997.2;WD218;HotPink;38;3.8;9149.8;240.8;458.9;91.7;3059.7;80.5;99.9;21.5;38;3.8;841.7;22.2;66.8;7.9;147.6;3.9;19.4;0.0;3955.7;104.1;312.2;4.1;242.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9591
Trial009;5_ansp_f.jpg;0.0;10001.2;WD219;IndianRed;12;1.2;1384.7;115.4;158.5;83.4;1093.3;91.1;99.1;75.8;13;1.3;4262.7;327.9;2043.7;8.2;774.2;59.6;264.3;0.2;2678.6;206.0;753.6;23.0;269.7;4;0.4;2001.8;500.4;1567.9;108.5;0;0.0;0;0.0;2384
Trial007;5_ansp_f.jpg;0.0;9996.7;WD220;Indigo;27;2.7;8198.1;303.6;1134.7;108.5;1892.4;70.1;99.4;9.4;27;2.7;761.4;28.2;91.8;8.2;141.1;5.2;22.1;0.1;3878.9;143.7;573.5;5.6;347.4;5;0.5;917.5;183.5;358.6;75.1;0;0.0;0;0.0;9266
Trial003;5_ansp_f.jpg;0.0;9993.6;WD221;Khaki;26;2.6;9025.7;347.1;1960.3;91.7;2108.4;81.1;99.9;15.9;25;2.5;967.9;38.7;283.8;8.2;114.8;4.6;27.2;0.0;2019.1;80.8;332.5;2.6;281.9;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5236
Trial011;5_ansp_f.jpg;0.0;9995.8;WD222;LawnGreen;27;2.7;9231.4;341.9;834.1;91.8;2199.0;81.4;99.9;16.7;26;2.6;742.3;28.5;83.4;8.2;128.9;5.0;20.6;0.1;2857.1;109.9;309.3;6.6;345.7;0;0.0;0.0;-;-;-;0;0.0;0;0.0;7986
Trial003;5_ansp_f.jpg;0.0;9999.7;WD223;LightBlue;29;2.9;8858.7;305.5;667.3;91.7;2450.3;84.5;99.2;56.4;30;3.0;967.9;32.3;166.9;8.2;130.0;4.3;19.7;0.1;3132.9;104.4;278.2;7.2;304.6;1;0.1;166.9;166.9;166.9;166.9;0;0.0;0;0.0;7635
Trial005;5_ansp_f.jpg;0.0;9995.4;WD224;LightCoral;27;2.7;8783.3;325.3;1009.4;91.7;1947.5;72.1;99.9;13.2;30;3.0;775.3;25.8;75.1;8.2;170.4;5.7;42.4;0.0;4877.1;162.6;786.8;1.7;302.3;3;0.3;408.9;136.3;175.3;91.8;0;0.0;0;0.0;5164
Trial012;5_ansp_f.jpg;0.0;9998.2;WD225;LightGray;34;3.4;9317.9;274.1;483.8;91.8;2519.0;74.1;99.9;27.1;34;3.4;675.7;19.9;100.1;8.2;109.4;3.2;14.6;0.0;3392.0;99.8;311.1;5.0;277.3;0;0.0;0.0;-;-;-;0;0.0;0;0.0;8170
Trial008;5_ansp_f.jpg;0.0;9994.9;WD226;LightGreen;27;2.7;7915.8;293.2;892.6;91.7;2291.7;84.9;99.8;30.7;29;2.9;1468.7;50.6;358.6;8.3;224.4;7.7;44.1;0.0;4450.5;153.5;1012.2;2.8;294.0;4;0.4;467.2;116.8;133.5;83.5;0;0.0;0;0.0;5138
Trial001;5_ansp_f.jpg;0.0;9986.4;WD227;LightPink;30;3.0;8683.7;289.5;901.0;91.7;2342.8;78.1;99.4;17.9;32;3.2;1043.1;32.6;91.8;8.2;181.6;5.7;21.0;0.0;4114.0;128.6;468.3;3.2;280.7;2;0.2;258.4;129.2;133.3;125.1;0;0.0;0;0.0;8040
Trial006;5_ansp_f.jpg;0.0;6320.3;WD228;LightSalmon;22;3.5;5655.7;257.1;659.0;83.4;1806.5;82.1;99.9;24.8;21;3.3;659.0;31.4;166.9;8.2;91.9;4.4;17.4;0.0;1927.8;91.8;324.4;3.4;241.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5332
Trial010;5_ansp_f.jpg;0.0;9986.0;WD229;LightSeaGreen;50;5.0;8015.9;160.3;450.5;83.4;4222.5;84.4;99.9;32.2;49;4.9;1818.5;37.1;141.7;8.2;160.9;3.3;28.1;0.1;3463.5;70.7;420.8;13.1;164.1;1;0.1;100.0;100.0;100.0;100.0;0;0.0;0;0.0;6933
Trial006;5_ansp_f.jpg;0.0;9997.9;WD230;LightSkyBlue;36;3.6;8600.6;238.9;534.0;83.4;2896.3;80.5;99.8;20.3;38;3.8;1147.5;30.2;200.1;8.2;231.4;6.1;33.5;0.0;4884.4;128.5;565.3;5.2;234.5;2;0.2;200.2;100.1;108.5;91.7;0;0.0;0;0.0;7360
Trial009;5_ansp_f.jpg;0.0;9992.4;WD231;LightSlateGray;37;3.7;8516.1;230.2;567.2;91.7;3187.7;86.2;100.0;36.9;37;3.7;1310.3;35.4;250.2;8.2;140.5;3.8;20.1;0.0;3135.5;84.7;321.0;4.1;228.9;1;0.1;158.5;158.5;158.5;158.5;0;0.0;0;0.0;7065
Trial005;5_ansp_f.jpg;0.0;9993.2;WD232;LightSteelBlue;33;3.3;5044.9;152.9;308.6;83.4;2905.6;88.0;99.8;48.0;39;3.9;3053.6;78.3;508.8;8.2;434.4;11.1;67.7;0.1;5663.9;145.2;902.1;14.6;168.8;7;0.7;1518.0;216.9;317.0;74.8;0;0.0;0;0.0;5433
Trial009;5_ansp_f.jpg;0.0;9999.2;WD233;Lime;31;3.1;7958.3;256.7;1084.4;83.4;2684.5;86.6;100.0;47.0;33;3.3;1918.6;58.1;300.4;8.2;226.2;6.9;41.6;0.1;3501.6;106.1;695.6;7.4;218.5;1;0.1;100.0;100.0;100.0;100.0;0;0.0;0;0.0;6394
Trial006;17_psna_f.jpg;0.0;9997.0;MD201;Coral;28;2.8;9114.4;325.5;667.3;108.5;2025.0;72.3;99.8;24.6;28;2.8;877.8;31.3;116.7;8.3;154.5;5.5;20.6;0.0;3243.6;115.8;309.3;3.0;331.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9272
Trial010;17_psna_f.jpg;0.0;9997.0;MB202;CornflowerBlue;28;2.8;9093.8;324.8;884.3;83.4;2402.3;85.8;99.8;48.3;30;3.0;592.2;19.7;141.9;8.2;97.4;3.2;23.5;0.1;4420.8;147.4;808.0;4.4;291.4;3;0.3;300.4;100.1;116.7;75.1;0;0.0;0;0.0;4629
Trial007;17_psna_f.jpg;0.0;9994.3;WD201;Crimson;25;2.5;3383.5;135.3;283.6;83.4;2310.8;92.4;99.7;51.4;25;2.5;3478.7;139.1;600.6;8.3;424.6;17.0;92.4;0.1;2091.5;83.7;292.3;7.0;261.4;5;0.5;884.2;176.8;392.0;108.5;0;0.0;0;0.0;2918
Trial001;17_psna_f.jpg;0.0;9993.2;MB203;Cyan;37;3.7;8441.8;228.2;533.9;83.3;3100.1;83.8;99.9;39.3;39;3.9;1035.1;26.5;83.9;8.2;198.6;5.1;26.6;0.0;5694.7;146.0;797.1;4.4;228.7;4;0.4;458.7;114.7;166.9;83.4;0;0.0;0;0.0;9566
Trial012;17_psna_f.jpg;0.0;10003.0;MD204;DarkBlue;29;2.9;9201.3;317.3;692.4;116.8;2185.5;75.4;100.0;32.2;29;2.9;583.8;20.1;66.8;8.2;106.6;3.7;17.4;0.0;3628.2;125.1;607.5;3.4;309.3;1;0.1;207.3;207.3;207.3;207.3;0;0.0;0;0.0;6852
Trial009;17_psna_f.jpg;0.0;9980.5;MD205;DarkCyan;44;4.4;5890.6;133.9;433.9;83.3;3518.8;80.0;99.9;18.2;44;4.4;3435.4;78.1;458.8;7.2;500.5;11.4;57.6;0.0;5403.5;122.8;868.5;3.8;145.1;4;0.4;375.3;93.8;116.7;75.1;0;0.0;0;0.0;10649
Trial010;17_psna_f.jpg;0.0;10000.7;MD206;DarkGoldenrod;32;3.2;8915.5;278.6;717.4;83.5;2502.3;78.2;100.0;17.6;35;3.5;692.4;19.8;75.1;8.2;122.9;3.5;25.0;0.0;4257.0;121.6;599.0;2.8;267.4;3;0.3;383.7;127.9;158.5;100.1;0;0.0;0;0.0;6763
Trial010;17_psna_f.jpg;0.0;9993.1;MDP207;DarkGray;28;2.8;6397.8;228.5;517.2;83.3;2350.9;84.0;99.3;38.9;28;2.8;2636.3;94.2;625.7;8.1;532.0;19.0;104.3;0.1;4202.8;150.1;476.3;6.6;264.8;4;0.4;542.2;135.6;141.9;125.1;0;0.0;0;0.0;11241
Trial008;17_psna_f.jpg;0.0;9998.8;WD202;DarkGreen;18;1.8;8600.7;477.8;1176.3;116.9;1623.3;90.2;99.6;53.9;19;1.9;700.5;36.9;133.5;8.2;159.4;8.4;40.7;0.0;3432.3;180.6;813.8;3.3;471.8;4;0.4;483.8;121.0;141.9;108.3;0;0.0;0;0.0;6032
Trial006;17_psna_f.jpg;0.0;10000.2;MD208;DarkKhaki;39;3.9;8631.0;221.3;483.9;83.4;3459.5;88.7;100.0;30.9;40;4.0;1251.0;31.3;183.5;8.2;134.2;3.4;19.3;0.0;3104.4;77.6;338.9;4.8;219.5;1;0.1;108.5;108.5;108.5;108.5;0;0.0;0;0.0;6438
Trial004;17_psna_f.jpg;0.0;9995.4;WD203;DarkMagenta;21;2.1;9492.2;452.0;1142.8;133.5;1670.4;79.5;99.7;45.4;21;2.1;398.8;19.0;58.4;7.1;71.4;3.4;14.4;0.1;2282.5;108.7;292.6;6.1;468.9;1;0.1;75.1;75.1;75.1;75.1;0;0.0;0;0.0;4488
Trial011;17_psna_f.jpg;0.0;9995.0;MD211;DarkOliveGreen;27;2.7;9385.1;347.6;1443.1;100.1;2100.8;77.8;100.0;39.6;27;2.7;542.1;20.1;58.4;8.2;107.2;4.0;19.7;0.0;3051.0;113.0;473.2;4.8;350.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6349
Trial001;17_psna_f.jpg;0.0;9997.2;WD204;DarkOrange;37;3.7;8407.4;227.2;558.9;83.4;3349.5;90.5;99.6;66.9;37;3.7;893.3;24.1;116.9;8.0;121.6;3.3;19.5;0.0;4146.1;112.1;982.4;4.9;241.2;3;0.3;475.5;158.5;275.2;83.4;0;0.0;0;0.0;6291
Trial007;17_psna_f.jpg;0.0;9994.0;MD212;DarkOrchid;37;3.7;8872.2;239.8;709.1;83.4;3260.0;88.1;100.0;55.5;36;3.6;951.7;26.4;91.9;8.2;137.0;3.8;15.8;0.0;3200.4;88.9;280.9;4.5;250.5;1;0.1;141.7;141.7;141.7;141.7;0;0.0;0;0.0;8018
Trial009;17_psna_f.jpg;0.0;9998.8;WD205;DarkRed;20;2.0;2627.5;131.4;375.4;83.4;1834.7;91.7;100.0;69.2;21;2.1;4144.7;197.4;1042.9;8.3;396.6;18.9;74.3;0.1;3647.8;173.7;1023.5;8.9;292.4;7;0.7;1001.1;143.0;166.9;100.1;0;0.0;0;0.0;4811
Trial001;17_psna_f.jpg;0.0;9996.3;MD213;DarkSalmon;38;3.8;8672.9;228.2;567.2;83.5;3345.5;88.0;100.0;54.8;39;3.9;1192.7;30.6;141.9;8.2;180.5;4.6;34.8;0.1;4340.6;111.3;666.0;12.3;223.9;1;0.1;125.1;125.1;125.1;125.1;0;0.0;0;0.0;7806
Trial005;17_psna_f.jpg;0.0;9999.7;MD208 (1);DarkSeaGreen;36;3.6;8425.6;234.0;450.5;83.5;2614.3;72.6;99.5;27.2;38;3.8;1142.4;30.1;108.5;8.2;196.2;5.2;39.5;0.0;4618.8;121.5;495.5;4.2;233.1;2;0.2;317.0;158.5;166.9;150.1;0;0.0;0;0.0;8417
Trial006;17_psna_f.jpg;0.0;9996.1;MD209;DarkSlateBlue;29;2.9;8908.5;307.2;625.7;91.7;2109.8;72.8;99.8;14.0;30;3.0;742.9;24.8;125.1;8.2;175.5;5.8;31.8;0.0;6382.0;212.7;1041.6;4.0;300.6;2;0.2;208.5;104.2;116.7;91.7;0;0.0;0;0.0;8476
Trial008;17_psna_f.jpg;0.0;10000.2;MD214;DarkSlateGray;31;3.1;8692.3;280.4;1059.3;83.4;2698.4;87.0;100.0;43.4;30;3.0;1301.2;43.4;216.9;8.2;136.6;4.6;17.5;0.1;2383.8;79.5;259.1;7.8;286.2;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6850
Trial012;17_psna_f.jpg;0.0;9989.0;MD215;DarkTurquoise;25;2.5;9325.9;373.0;1301.2;100.0;2054.1;82.2;99.9;37.7;24;2.4;425.6;17.7;58.3;8.2;62.9;2.6;13.4;0.0;1925.5;80.2;280.9;1.2;348.5;2;0.2;200.3;100.1;116.8;83.4;0;0.0;0;0.0;4103
Trial005;17_psna_f.jpg;0.0;9999.4;MD216;DarkViolet;23;2.3;9142.4;397.5;1192.9;116.8;1873.1;81.4;100.0;20.4;23;2.3;509.1;22.1;83.4;8.2;102.3;4.4;19.3;0.0;2560.0;111.3;486.7;3.9;366.7;2;0.2;317.0;158.5;191.9;125.1;0;0.0;0;0.0;5374
Trial003;17_psna_f.jpg;0.0;9996.7;WD206;DeepPink;27;2.7;8547.9;316.6;901.0;100.1;1990.7;73.7;99.2;27.4;29;2.9;984.9;34.0;83.4;8.2;248.1;8.6;26.6;0.0;6887.4;237.5;819.0;5.9;314.0;3;0.3;267.0;89.0;100.1;83.4;0;0.0;0;0.0;11127
Trial001;17_psna_f.jpg;0.0;10000.2;WD207;DeepSkyBlue;27;2.7;8338.8;308.8;1101.1;83.4;2180.0;80.7;99.8;23.9;26;2.6;834.2;32.1;116.7;8.2;154.7;6.0;21.3;0.0;3068.3;118.0;425.3;2.9;349.6;1;0.1;614.2;614.2;614.2;614.2;0;0.0;0;0.0;7956
Trial011;17_psna_f.jpg;0.0;9990.1;WD208;DimGray;31;3.1;8607.1;277.6;576.0;83.4;2333.3;75.3;99.8;17.2;34;3.4;836.0;24.6;110.7;8.0;199.4;5.9;38.1;0.0;5278.9;155.3;690.3;4.8;270.7;3;0.3;483.7;161.2;241.9;83.4;0;0.0;0;0.0;7714
Trial006;17_psna_f.jpg;0.0;9998.4;MD217;DodgerBlue;28;2.8;9351.0;334.0;659.0;125.1;2130.9;76.1;99.9;11.9;28;2.8;525.6;18.8;66.8;8.2;89.6;3.2;16.6;0.0;2748.6;98.2;448.5;1.0;334.3;1;0.1;116.9;116.9;116.9;116.9;0;0.0;0;0.0;5230
Trial006;17_psna_f.jpg;0.0;9995.6;WD209;Firebrick;35;3.5;7942.5;226.9;659.0;83.5;2863.7;81.8;99.8;34.1;36;3.6;1859.9;51.7;191.8;8.2;333.8;9.3;39.4;0.0;5292.0;147.0;787.5;3.8;224.5;2;0.2;166.8;83.4;91.7;75.1;0;0.0;0;0.0;10770
Trial008;17_psna_f.jpg;0.0;9999.8;WD211;ForestGreen;25;2.5;8175.1;327.0;884.2;91.8;2129.6;85.2;99.9;56.0;23;2.3;1292.8;56.2;292.0;8.3;201.4;8.8;55.2;0.0;2895.5;125.9;262.6;5.7;359.8;2;0.2;291.8;145.9;216.8;75.0;0;0.0;0;0.0;8688
Trial004;17_psna_f.jpg;0.0;9999.5;WD211 (1);Gainsboro;28;2.8;8650.5;308.9;1551.6;91.8;2181.8;77.9;99.7;36.2;27;2.7;959.2;35.5;200.3;8.2;180.2;6.7;40.2;0.0;3319.2;122.9;351.9;4.6;331.4;3;0.3;333.7;111.2;166.9;75.1;0;0.0;0;0.0;8342
Trial003;17_psna_f.jpg;0.0;9994.8;WD212;Gold;34;3.4;9050.5;266.2;600.6;83.4;3069.2;90.3;99.9;45.2;34;3.4;834.7;24.5;133.5;8.2;142.5;4.2;25.0;0.0;3209.2;94.4;450.7;4.5;266.2;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6353
Trial006;17_psna_f.jpg;0.0;9999.8;WD213;Goldenrod;26;2.6;8751.1;336.6;1051.0;108.5;2028.9;78.0;99.9;26.9;25;2.5;933.9;37.4;133.5;8.2;183.2;7.3;18.8;0.0;3835.2;153.4;697.6;3.6;360.5;2;0.2;241.8;120.9;125.1;116.7;0;0.0;0;0.0;10284
Trial001;17_psna_f.jpg;0.0;9995.3;WD214;Gray;32;3.2;8725.9;272.7;517.2;99.8;2377.4;74.3;99.5;22.9;33;3.3;1137.3;34.5;116.7;8.2;274.5;8.3;20.8;0.0;6302.0;191.0;370.8;3.2;269.3;1;0.1;125.1;125.1;125.1;125.1;0;0.0;0;0.0;14772
Trial008;17_psna_f.jpg;0.0;9993.7;WD215;Green;33;3.3;9075.9;275.0;659.0;83.4;2547.6;77.2;99.9;19.9;32;3.2;700.8;21.9;83.4;8.2;105.8;3.3;18.2;0.0;3115.5;97.4;354.8;1.8;275.3;1;0.1;108.4;108.4;108.4;108.4;0;0.0;0;0.0;6361
Trial011;17_psna_f.jpg;0.0;9996.4;WD216;GreenYellow;39;3.9;8332.8;213.7;558.9;83.4;3030.3;77.7;99.9;34.6;39;3.9;1400.9;35.9;342.0;8.2;166.6;4.3;44.3;0.0;3856.0;98.9;424.0;4.0;211.6;1;0.1;258.6;258.6;258.6;258.6;0;0.0;0;0.0;7664
Trial011;17_psna_f.jpg;0.0;9990.2;WD218;HotPink;37;3.7;9025.9;243.9;584.0;91.8;2855.0;77.2;100.0;34.9;37;3.7;959.3;25.9;116.8;8.2;160.3;4.3;21.2;0.0;4001.3;108.1;341.1;4.5;245.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;9643
Trial011;17_psna_f.jpg;0.0;9977.4;WD219;IndianRed;16;1.6;2493.9;155.9;350.4;91.7;1401.0;87.6;99.4;38.6;15;1.5;1760.4;117.4;433.7;8.3;211.1;14.1;53.1;0.1;1863.5;124.2;334.4;6.8;530.4;6;0.6;2032.3;338.7;692.3;125.1;0;0.0;0;0.0;4305
Trial001;17_psna_f.jpg;0.0;9998.3;WD220;Indigo;28;2.8;8661.1;309.3;1017.7;83.4;2042.0;72.9;99.9;22.9;28;2.8;1215.6;43.4;241.8;8.2;198.4;7.1;41.1;0.1;3400.8;121.5;500.7;9.2;309.7;1;0.1;108.5;108.5;108.5;108.5;0;0.0;0;0.0;6979
Trial009;17_psna_f.jpg;0.0;9995.1;WD221;Khaki;30;3.0;9234.8;307.8;1067.8;83.5;2209.8;73.7;99.8;11.0;29;2.9;758.7;26.2;100.0;8.2;134.7;4.6;29.6;0.0;2989.5;103.1;591.1;1.9;310.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6820
Trial006;17_psna_f.jpg;0.0;9990.8;WD222;LawnGreen;30;3.0;9118.3;303.9;884.2;108.6;2349.7;78.3;99.8;39.2;29;2.9;700.0;24.1;100.1;8.2;122.4;4.2;19.2;0.0;2974.8;102.6;292.5;5.7;320.3;1;0.1;133.5;133.5;133.5;133.5;0;0.0;0;0.0;6986
Trial005;17_psna_f.jpg;0.0;10000.8;WD223;LightBlue;27;2.7;9109.1;337.4;825.8;91.7;2275.2;84.3;99.8;25.2;26;2.6;734.4;28.2;141.9;8.3;82.8;3.2;20.2;0.1;1809.1;69.6;242.3;6.0;358.0;1;0.1;150.1;150.1;150.1;150.1;0;0.0;0;0.0;4786
Trial012;17_psna_f.jpg;0.0;9999.2;WD224;LightCoral;26;2.6;9034.6;347.5;1301.3;83.5;2069.5;79.6;99.9;27.3;26;2.6;917.7;35.3;150.2;8.2;137.5;5.3;27.5;0.0;2373.7;91.3;253.1;3.1;350.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5367
Trial003;17_psna_f.jpg;0.0;9995.5;WD225;LightGray;33;3.3;8840.8;267.9;767.5;91.7;2716.0;82.3;99.8;25.6;34;3.4;1018.1;29.9;200.2;8.2;129.8;3.8;14.0;0.0;3521.7;103.6;327.9;5.3;266.9;1;0.1;133.4;133.4;133.4;133.4;0;0.0;0;0.0;7627
Trial006;17_psna_f.jpg;0.0;9999.8;WD226;LightGreen;21;2.1;9317.7;443.7;1117.7;91.7;1694.0;80.7;99.8;18.5;22;2.2;575.7;26.2;100.1;8.2;98.6;4.5;22.6;0.0;2725.2;123.9;677.8;1.4;440.5;1;0.1;100.1;100.1;100.1;100.1;0;0.0;0;0.0;4584
Trial009;17_psna_f.jpg;0.0;9989.3;WD227;LightPink;30;3.0;8809.0;293.6;876.0;108.4;2245.5;74.9;99.9;17.6;29;2.9;850.9;29.3;116.7;8.2;119.2;4.1;16.2;0.0;2478.6;85.5;230.9;2.4;308.1;2;0.2;314.4;157.2;164.3;150.1;0;0.0;0;0.0;6397
Trial007;17_psna_f.jpg;0.0;3167.7;WD228;LightSalmon;10;3.2;2853.0;285.3;692.5;116.8;796.3;79.6;100.0;40.1;10;3.2;308.6;30.9;108.5;8.3;50.1;5.0;16.6;0.0;974.3;97.4;276.9;3.7;296.6;0;0.0;0.0;-;-;-;0;0.0;0;0.0;2833
Trial009;17_psna_f.jpg;0.0;9997.1;WD229;LightSeaGreen;32;3.2;9226.2;288.3;942.7;116.7;2786.3;87.1;99.7;39.8;32;3.2;767.2;24.0;100.0;8.2;79.8;2.5;15.3;0.1;2467.2;77.1;277.0;7.8;292.0;0;0.0;0.0;-;-;-;0;0.0;0;0.0;5322
Trial005;17_psna_f.jpg;0.0;9996.7;WD230;LightSkyBlue;31;3.1;9342.6;301.4;1334.7;83.4;2423.5;78.2;98.4;25.2;30;3.0;651.1;21.7;108.3;8.3;74.0;2.5;21.1;0.1;1930.4;64.3;258.9;14.0;310.4;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4195
Trial006;17_psna_f.jpg;0.0;9995.2;WD231;LightSlateGray;31;3.1;9054.8;292.1;675.6;83.4;2638.4;85.1;99.9;42.2;32;3.2;776.2;24.3;75.2;8.2;102.5;3.2;17.3;0.0;2525.0;78.9;292.4;2.3;290.1;1;0.1;158.5;158.5;158.5;158.5;0;0.0;0;0.0;5021
Trial007;17_psna_f.jpg;0.0;9999.3;WD232;LightSteelBlue;42;4.2;8032.0;191.2;575.6;83.4;3763.8;89.6;99.7;57.6;42;4.2;1369.1;32.6;151.3;7.9;171.7;4.1;49.0;0.1;3359.3;80.0;489.8;8.8;204.0;2;0.2;450.5;225.3;258.6;191.9;0;0.0;0;0.0;6862
Trial004;17_psna_f.jpg;0.0;10000.0;WD233;Lime;37;3.7;8992.8;243.0;517.2;91.7;3070.6;83.0;99.9;28.7;36;3.6;1000.9;27.8;116.8;8.2;181.7;5.0;20.2;0.0;3898.5;108.3;345.7;2.1;236.9;0;0.0;0.0;-;-;-;0;0.0;0;0.0;10862
Trial007;21_nsap_f.jpg;0.0;9995.3;MD201;Coral;29;2.9;9232.2;318.4;717.4;125.1;2185.4;75.4;99.9;7.2;29;2.9;659.3;22.7;75.1;8.2;125.3;4.3;19.7;0.0;3036.6;104.7;285.3;2.4;316.1;1;0.1;100.1;100.1;100.1;100.1;0;0.0;0;0.0;7967
Trial007;21_nsap_f.jpg;0.0;9993.2;MB202;CornflowerBlue;32;3.2;8742.3;273.2;909.2;83.5;2669.7;83.4;99.6;28.8;34;3.4;684.0;20.1;75.0;8.2;125.6;3.7;23.7;0.0;4518.5;132.9;709.2;3.9;269.0;5;0.5;517.1;103.4;158.5;75.0;0;0.0;0;0.0;5184
Trial004;21_nsap_f.jpg;0.0;9992.7;WD201;Crimson;17;1.7;2076.8;122.2;225.2;83.4;1606.4;94.5;99.4;87.8;26;2.6;5114.0;196.7;633.9;8.3;880.9;33.9;168.4;0.1;5560.8;213.9;1100.0;17.1;185.8;11;1.1;1434.8;130.4;183.6;75.1;0;0.0;0;0.0;6973
Trial003;21_nsap_f.jpg;0.0;9993.7;MB203;Cyan;38;3.8;8475.2;223.0;559.0;83.4;3018.5;79.4;99.7;23.7;38;3.8;800.8;21.1;83.3;8.2;181.4;4.8;24.0;0.0;5358.0;141.0;612.5;4.0;239.2;4;0.4;592.1;148.0;191.9;108.4;0;0.0;0;0.0;9884
Trial011;21_nsap_f.jpg;0.0;9997.5;MD204;DarkBlue;30;3.0;9137.5;304.6;959.3;108.4;2337.7;77.9;99.5;32.9;30;3.0;708.9;23.6;66.7;8.2;128.7;4.3;18.3;0.0;3702.0;123.4;547.1;4.0;307.8;1;0.1;141.7;141.7;141.7;141.7;0;0.0;0;0.0;7576
Trial008;21_nsap_f.jpg;0.0;9970.9;MD205;DarkCyan;42;4.2;7023.6;167.2;367.2;83.4;3505.4;83.5;99.8;37.1;43;4.3;2502.5;58.2;367.0;8.3;391.6;9.1;71.6;0.1;5558.6;129.3;547.6;8.2;164.5;3;0.3;267.0;89.0;108.5;75.1;0;0.0;0;0.0;11993
Trial012;21_nsap_f.jpg;0.0;9988.1;MD206;DarkGoldenrod;35;3.5;9298.0;265.7;634.0;108.5;2651.2;75.7;99.6;25.7;34;3.4;575.8;16.9;58.4;8.2;94.4;2.8;19.7;0.0;2984.9;87.8;471.0;2.0;273.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;6392
Trial006;21_nsap_f.jpg;0.0;9994.6;MDP207;DarkGray;32;3.2;8701.0;271.9;659.0;100.1;2505.8;78.3;99.9;19.0;33;3.3;1142.2;34.6;191.9;8.1;299.8;9.1;106.2;0.0;4466.7;135.4;553.7;2.2;270.9;1;0.1;150.1;150.1;150.1;150.1;0;0.0;0;0.0;9165
Trial012;21_nsap_f.jpg;0.0;9994.1;WD202;DarkGreen;18;1.8;4009.8;222.8;483.9;91.8;1459.4;81.1;99.6;50.5;22;2.2;1735.2;78.9;266.9;8.4;724.8;32.9;234.4;0.1;7086.3;322.1;878.2;17.1;368.9;9;0.9;3375.6;375.1;1159.6;75.1;0;0.0;0;0.0;8343
Trial010;21_nsap_f.jpg;0.0;9998.1;MD208;DarkKhaki;32;3.2;9542.0;298.2;1025.9;83.4;2702.0;84.4;99.9;35.3;31;3.1;451.6;14.6;58.4;8.2;54.2;1.7;16.5;0.0;2117.6;68.3;282.5;4.1;302.5;0;0.0;0.0;-;-;-;0;0.0;0;0.0;4406
Trial011;21_nsap_f.jpg;0.0;9998.8;WD203;DarkMagenta;25;2.5;9070.0;362.8;659.0;91.7;1824.3;73.0;99.2;17.6;25;2.5;526.4;21.1;91.8;8.3;136.4;5.5;40.5;0.0;4205.5;168.2;776.7;2.9;354.5;3;0.3;333.6;111.2;141.9;75.0;0;0.0;0;0.0;4634
Trial005;21_nsap_f.jpg;0.0;10001.3;MD211;DarkOliveGreen;31;3.1;9141.7;294.9;634.0;83.4;2299.7;74.2;99.9;28.3;30;3.0;759.0;25.3;100.0;8.2;126.8;4.2;15.4;0.0;3598.0;119.9;383.3;3.0;305.5;1;0.1;91.9;91.9;91.9;91.9;0;0.0;0;0.0;8266
