Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Eye L/R;AOI Name;AOI Group;AOI Scope;AOI Order;AOI Size [px];AOI Coverage [%];Time to First Appearance [ms];Appearance Count;Visible Time [ms];Visible Time [%];Entry Time [ms];Sequence;Net Dwell Time [ms];Dwell Time [ms];Normalized Dwell [ms/Coverage];Glance Duration [ms];Diversion Duration [ms];First Fixation Duration [ms];Glances Count;Revisits;Fixation Count;Net Dwell Time [%];Dwell Time [%];Fixation Time [ms];Fixation Time [%];Average Fixation Duration [ms]
Trial002;1_aspn_f.jpg;0.0;9996.9;WD237;Gainsboro;Right;sad;;Local;3;119584;6.8;0.0;1;9996.9;100.0;4683.1;4;976.1;959.4;14151.8;1001.1;1026.1;116.7;1.0;0.0;5.0;9.8;9.6;901.1;9.0;180.2
Trial004;1_aspn_f.jpg;0.0;10000.4;WD238;Gold;Right;sad;;Local;3;119584;6.8;0.0;1;10000.4;100.0;574.0;2;2402.4;1977.4;29168.4;2335.9;2385.7;150.3;3.0;2.0;8.0;24.0;19.8;1910.6;19.1;238.8
Trial010;1_aspn_f.jpg;0.0;9996.3;WD239;Goldenrod;Right;sad;;Local;3;119584;6.8;0.0;1;9996.3;100.0;2079.8;3;2794.5;2677.8;39500.2;2769.6;3044.8;158.4;1.0;0.0;10.0;28.0;26.8;2026.9;20.3;202.7
Trial007;1_aspn_f.jpg;0.0;9994.0;WD240;Gray;Right;sad;;Local;3;119584;6.8;0.0;1;9994.0;100.0;1176.6;2;4404.6;4396.3;64850.0;4496.3;4538.0;191.9;2.0;1.0;7.0;44.1;44.0;4354.7;43.6;622.1
Trial008;1_aspn_f.jpg;0.0;9998.9;WD241;Green;Right;sad;;Local;3;119584;6.8;0.0;1;9998.9;100.0;1248.3;2;1351.5;1309.7;19319.8;1393.1;1501.6;358.7;2.0;1.0;4.0;13.5;13.1;1292.9;12.9;323.2
Trial011;1_aspn_f.jpg;0.0;9997.3;MD216;Coral;Right;neutral;;Local;4;119584;6.8;0.0;1;9997.3;100.0;3332.2;5;3820.5;3779.0;55743.9;3870.7;3945.6;150.2;2.0;1.0;10.0;38.2;37.8;3704.0;37.1;370.4
Trial005;1_aspn_f.jpg;0.0;9994.8;MD218;CornflowerBlue;Right;neutral;;Local;4;119584;6.8;0.0;1;9994.8;100.0;2478.7;5;2844.7;2777.9;40977.9;2877.9;3011.5;191.9;2.0;1.0;7.0;28.5;27.8;2661.1;26.6;380.2
Trial010;1_aspn_f.jpg;0.0;9995.7;MD220;Crimson;Right;neutral;;Local;4;119584;6.8;0.0;1;9995.7;100.0;2187.7;4;3503.6;3395.1;50082.3;3486.9;3653.8;258.6;2.0;1.0;12.0;35.1;34.0;3202.2;32.0;266.9
Trial002;1_aspn_f.jpg;0.0;9996.0;MD221;Cyan;Right;neutral;;Local;4;119584;6.8;0.0;1;9996.0;100.0;1070.1;4;325.4;291.9;4306.4;325.3;375.4;291.9;1.0;0.0;1.0;3.3;2.9;291.9;2.9;291.9
Trial006;1_aspn_f.jpg;0.0;9995.1;MD222;DarkBlue;Right;neutral;;Local;4;119584;6.8;0.0;1;9995.1;100.0;4072.4;3;1618.5;1501.5;22148.7;1551.5;1901.8;175.3;2.0;1.0;7.0;16.2;15.0;1451.7;14.5;207.4
Trial011;1_aspn_f.jpg;0.0;9991.9;MD223;DarkCyan;Right;neutral;;Local;4;119584;6.8;0.0;1;9991.9;100.0;3126.7;4;1651.7;1601.5;23624.4;1726.7;1760.0;150.2;2.0;1.0;10.0;16.5;16.0;1226.2;12.3;122.6
Trial011;1_aspn_f.jpg;0.0;9997.5;MD224;DarkGoldenrod;Right;neutral;;Local;4;119584;6.8;0.0;1;9997.5;100.0;2331.2;3;750.9;709.1;10459.9;759.1;800.8;83.5;1.0;0.0;3.0;7.5;7.1;692.5;6.9;230.8
Trial002;1_aspn_f.jpg;0.0;9991.3;MD225;DarkGray;Right;neutral;;Local;4;119584;6.8;0.0;1;9991.3;100.0;2225.1;3;2410.9;2335.7;34453.7;2460.9;2552.7;417.1;3.0;2.0;8.0;24.1;23.4;2294.0;23.0;286.7
Trial007;1_aspn_f.jpg;0.0;9995.4;MD226;DarkGreen;Right;neutral;;Local;4;119584;6.8;0.0;1;9995.4;100.0;2504.4;3;2260.7;2235.7;32979.0;2285.7;2352.5;851.0;1.0;0.0;3.0;22.6;22.4;2219.2;22.2;739.7
Trial003;1_aspn_f.jpg;0.0;10000.0;MD227;DarkKhaki;Right;neutral;;Local;4;119584;6.8;0.0;1;10000.0;100.0;5095.0;4;2427.3;2611.0;38514.8;2669.4;2953.1;125.1;2.0;1.0;12.0;24.3;26.1;2235.6;22.4;186.3
Trial002;1_aspn_f.jpg;0.0;9998.6;MD228;DarkMagenta;Right;neutral;;Local;4;119584;6.8;0.0;1;9998.6;100.0;271.9;1;2352.4;2202.2;32484.2;2285.6;2494.1;208.5;2.0;1.0;8.0;23.5;22.0;2085.4;20.9;260.7
Trial003;1_aspn_f.jpg;0.0;10000.3;MD229;DarkOliveGreen;Right;neutral;;Local;4;119584;6.8;0.0;1;10000.3;100.0;6196.4;5;1301.2;1159.5;17103.6;1218.0;1384.8;175.1;2.0;1.0;4.0;13.0;11.6;1142.7;11.4;285.7
Trial005;1_aspn_f.jpg;0.0;9992.3;MD230;DarkOrange;Right;neutral;;Local;4;119584;6.8;0.0;1;9992.3;100.0;3410.0;3;1693.3;1618.2;23870.4;1710.1;1718.4;976.0;2.0;1.0;3.0;16.9;16.2;1559.9;15.6;520.0
Trial007;1_aspn_f.jpg;0.0;9994.8;MD231;DarkOrchid;Right;neutral;;Local;4;119584;6.8;0.0;1;9994.8;100.0;2445.4;3;2661.0;2627.8;38762.4;2694.4;2819.5;116.9;2.0;1.0;10.0;26.6;26.3;2560.9;25.6;256.1
Trial008;1_aspn_f.jpg;0.0;9995.5;MD232;DarkRed;Right;neutral;;Local;4;119584;6.8;0.0;1;9995.5;100.0;1678.6;3;6323.2;6298.2;92905.4;6423.3;6465.0;650.7;2.0;1.0;12.0;63.3;63.0;6156.1;61.6;513.0
Trial012;1_aspn_f.jpg;0.0;9997.1;MD233;DarkSalmon;Right;neutral;;Local;4;119584;6.8;0.0;1;9997.1;100.0;237.0;1;1459.9;1376.4;20303.1;1476.4;1526.2;333.7;2.0;1.0;4.0;14.6;13.8;1359.9;13.6;340.0
Trial007;1_aspn_f.jpg;0.0;9998.9;MD234;DarkSeaGreen;Right;neutral;;Local;4;119584;6.8;0.0;1;9998.9;100.0;2683.1;3;992.7;976.0;14396.8;1009.4;1067.7;200.2;1.0;0.0;4.0;9.9;9.8;951.0;9.5;237.8
Trial001;1_aspn_f.jpg;0.0;9997.2;MD235;DarkSlateBlue;Right;neutral;;Local;4;119584;6.8;0.0;1;9997.2;100.0;4675.1;4;1484.8;1451.4;21410.1;1509.8;1593.3;191.9;1.0;0.0;8.0;14.9;14.5;1334.9;13.4;166.9
Trial009;1_aspn_f.jpg;0.0;9996.8;MD236;DarkSlateGray;Right;neutral;;Local;4;119584;6.8;0.0;1;9996.8;100.0;1229.6;3;3795.4;3687.0;54387.0;3845.5;4004.0;258.6;3.0;2.0;7.0;38.0;36.9;3653.7;36.5;522.0
Trial009;1_aspn_f.jpg;0.0;9999.4;MD237;DarkTurquoise;Right;neutral;;Local;4;119584;6.8;0.0;1;9999.4;100.0;4651.7;3;1893.8;1852.0;27318.4;1885.3;1935.3;175.1;1.0;0.0;5.0;18.9;18.5;1810.4;18.1;362.1
Trial011;1_aspn_f.jpg;0.0;9998.4;MD238;DarkViolet;Right;neutral;;Local;4;119584;6.8;0.0;1;9998.4;100.0;4509.4;5;1760.4;1735.1;25594.9;1785.1;1835.2;225.3;1.0;0.0;8.0;17.6;17.4;1626.7;16.3;203.3
Trial006;1_aspn_f.jpg;0.0;9998.5;MD219;DeepPink;Right;neutral;;Local;4;119584;6.8;0.0;1;9998.5;100.0;1172.8;3;5455.7;5321.9;78503.9;5555.6;5747.5;342.0;5.0;4.0;21.0;54.6;53.2;5063.4;50.6;241.1
Trial012;1_aspn_f.jpg;0.0;10000.4;MD240;DeepSkyBlue;Right;neutral;;Local;4;119584;6.8;0.0;1;10000.4;100.0;6096.5;4;1801.9;1793.6;26457.0;1835.2;1918.7;283.6;1.0;0.0;7.0;18.0;17.9;1343.0;13.4;191.9
Trial002;1_aspn_f.jpg;0.0;10002.4;MD239;DimGray;Right;neutral;;Local;4;119584;6.8;0.0;1;10002.4;100.0;684.6;2;1943.7;1826.8;26947.5;1968.5;2177.2;150.2;3.0;2.0;9.0;19.4;18.3;1726.7;17.3;191.9
Trial009;1_aspn_f.jpg;0.0;10000.5;WD234;DodgerBlue;Right;neutral;;Local;4;119584;6.8;0.0;1;10000.5;100.0;6096.6;4;3194.9;3169.8;46758.8;3211.5;3278.3;166.9;1.0;0.0;7.0;31.9;31.7;3119.6;31.2;445.7
Trial009;1_aspn_f.jpg;0.0;9999.7;WD235;Firebrick;Right;neutral;;Local;4;119584;6.8;0.0;1;9999.7;100.0;1991.5;3;3520.2;3320.1;48975.8;3587.0;3687.2;300.4;3.0;2.0;11.0;35.2;33.2;3253.0;32.5;295.7
Trial007;1_aspn_f.jpg;0.0;10001.7;WD236;ForestGreen;Right;neutral;;Local;4;119584;6.8;0.0;1;10001.7;100.0;2869.4;3;1568.2;1426.5;21041.9;1618.3;1768.6;266.9;2.0;1.0;7.0;15.7;14.3;1376.3;13.8;196.6
Trial002;1_aspn_f.jpg;0.0;9996.9;WD237;Gainsboro;Right;neutral;;Local;4;119584;6.8;0.0;1;9996.9;100.0;2172.2;3;6164.6;6131.3;90443.5;6206.2;6298.0;525.6;2.0;1.0;21.0;61.7;61.3;5914.1;59.2;281.6
Trial004;1_aspn_f.jpg;0.0;10000.4;WD238;Gold;Right;neutral;;Local;4;119584;6.8;0.0;1;10000.4;100.0;2442.7;3;2302.3;2360.7;34822.6;2444.2;2569.2;300.3;3.0;2.0;11.0;23.0;23.6;2085.3;20.9;189.6
Trial010;1_aspn_f.jpg;0.0;9996.3;WD239;Goldenrod;Right;neutral;;Local;4;119584;6.8;0.0;1;9996.3;100.0;7343.5;5;2669.5;2652.8;39132.5;2928.1;2928.1;83.5;1.0;0.0;6.0;26.7;26.5;2611.1;26.1;435.2
Trial007;1_aspn_f.jpg;0.0;9994.0;WD240;Gray;Right;neutral;;Local;4;119584;6.8;0.0;1;9994.0;100.0;2678.1;3;1643.4;1618.5;23874.4;1718.5;1843.6;100.1;2.0;1.0;7.0;16.4;16.2;1443.5;14.4;206.2
Trial008;1_aspn_f.jpg;0.0;9998.9;WD241;Green;Right;neutral;;Local;4;119584;6.8;0.0;1;9998.9;100.0;1832.3;3;2060.7;2010.3;29654.4;2243.9;2385.8;650.6;3.0;2.0;6.0;20.6;20.1;1985.2;19.9;330.9
Trial011;1_aspn_f.jpg;0.0;9997.3;MD216;Coral;Right;White Space;;Local;5;1285664;72.9;0.0;1;9997.3;100.0;7.8;1;388.2;179.7;246.6;179.7;246.3;179.7;1.0;0.0;1.0;3.9;1.8;179.7;1.8;179.7
Trial005;1_aspn_f.jpg;0.0;9994.8;MD218;CornflowerBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;9994.8;100.0;2.2;1;532.9;174.1;238.9;224.1;265.9;174.1;1.0;0.0;1.0;5.3;1.7;174.1;1.7;174.1
Trial010;1_aspn_f.jpg;0.0;9995.7;MD220;Crimson;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.7;100.0;2.2;1;433.4;216.8;297.5;241.9;308.6;216.8;1.0;0.0;1.0;4.3;2.2;216.8;2.2;216.8
Trial002;1_aspn_f.jpg;0.0;9996.0;MD221;Cyan;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.0;100.0;4.1;1;482.1;248.5;341.0;248.5;281.9;248.5;1.0;0.0;1.0;4.8;2.5;248.5;2.5;248.5
Trial006;1_aspn_f.jpg;0.0;9995.1;MD222;DarkBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.1;100.0;-;-;387.8;0.0;0.0;100.1;100.1;0.0;0.0;-;0.0;3.9;0.0;0.0;0.0;0.0
Trial011;1_aspn_f.jpg;0.0;9991.9;MD223;DarkCyan;Right;White Space;;Local;5;1285664;72.9;0.0;1;9991.9;100.0;382.2;1;1509.9;876.0;1201.9;1101.1;1151.1;133.5;3.0;2.0;5.0;15.1;8.8;859.2;8.6;171.8
Trial011;1_aspn_f.jpg;0.0;9997.5;MD224;DarkGoldenrod;Right;White Space;;Local;5;1285664;72.9;0.0;1;9997.5;100.0;6360.3;5;942.7;300.3;412.1;425.3;600.6;216.8;2.0;1.0;2.0;9.4;3.0;300.3;3.0;150.2
Trial002;1_aspn_f.jpg;0.0;9991.3;MD225;DarkGray;Right;White Space;;Local;5;1285664;72.9;0.0;1;9991.3;100.0;-;-;542.0;0.0;0.0;25.1;25.1;0.0;0.0;-;0.0;5.4;0.0;0.0;0.0;0.0
Trial007;1_aspn_f.jpg;0.0;9995.4;MD226;DarkGreen;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.4;100.0;-;-;324.2;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;3.2;0.0;0.0;0.0;0.0
Trial003;1_aspn_f.jpg;0.0;10000.0;MD227;DarkKhaki;Right;White Space;;Local;5;1285664;72.9;0.0;1;10000.0;100.0;8114.8;5;3053.1;1593.2;2186.0;1876.9;1876.9;225.1;1.0;0.0;7.0;30.5;15.9;1151.1;11.5;164.4
Trial002;1_aspn_f.jpg;0.0;9998.6;MD228;DarkMagenta;Right;White Space;;Local;5;1285664;72.9;0.0;1;9998.6;100.0;-;-;433.8;0.0;0.0;8.4;8.4;0.0;0.0;-;0.0;4.3;0.0;0.0;0.0;0.0
Trial003;1_aspn_f.jpg;0.0;10000.3;MD229;DarkOliveGreen;Right;White Space;;Local;5;1285664;72.9;0.0;1;10000.3;100.0;156.9;1;1076.4;216.8;297.4;350.4;433.9;108.4;2.0;1.0;2.0;10.8;2.2;208.4;2.1;104.2
Trial005;1_aspn_f.jpg;0.0;9992.3;MD230;DarkOrange;Right;White Space;;Local;5;1285664;72.9;0.0;1;9992.3;100.0;-;-;416.8;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;4.2;0.0;0.0;0.0;0.0
Trial007;1_aspn_f.jpg;0.0;9994.8;MD231;DarkOrchid;Right;White Space;;Local;5;1285664;72.9;0.0;1;9994.8;100.0;-;-;592.1;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;5.9;0.0;0.0;0.0;0.0
Trial008;1_aspn_f.jpg;0.0;9995.5;MD232;DarkRed;Right;White Space;;Local;5;1285664;72.9;0.0;1;9995.5;100.0;-;-;364.6;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;3.6;0.0;0.0;0.0;0.0
Trial012;1_aspn_f.jpg;0.0;9997.1;MD233;DarkSalmon;Right;White Space;;Local;5;1285664;72.9;0.0;1;9997.1;100.0;-;-;491.2;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;4.9;0.0;0.0;0.0;0.0
Trial007;1_aspn_f.jpg;0.0;9998.9;MD234;DarkSeaGreen;Right;White Space;;Local;5;1285664;72.9;0.0;1;9998.9;100.0;8288.8;5;1451.7;809.1;1110.2;917.6;951.0;458.9;2.0;1.0;3.0;14.5;8.1;784.1;7.8;261.4
Trial001;1_aspn_f.jpg;0.0;9997.2;MD235;DarkSlateBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;9997.2;100.0;-;-;458.7;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;4.6;0.0;0.0;0.0;0.0
Trial009;1_aspn_f.jpg;0.0;9996.8;MD236;DarkSlateGray;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.8;100.0;-;-;533.0;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;5.3;0.0;0.0;0.0;0.0
Trial009;1_aspn_f.jpg;0.0;9999.4;MD237;DarkTurquoise;Right;White Space;;Local;5;1285664;72.9;0.0;1;9999.4;100.0;-;-;338.6;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;3.4;0.0;0.0;0.0;0.0
Trial011;1_aspn_f.jpg;0.0;9998.4;MD238;DarkViolet;Right;White Space;;Local;5;1285664;72.9;0.0;1;9998.4;100.0;1548.0;2;784.3;100.1;137.3;141.9;192.0;100.1;1.0;0.0;1.0;7.8;1.0;100.1;1.0;100.1
Trial006;1_aspn_f.jpg;0.0;9998.5;MD219;DeepPink;Right;White Space;;Local;5;1285664;72.9;0.0;1;9998.5;100.0;-;-;500.1;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;5.0;0.0;0.0;0.0;0.0
Trial012;1_aspn_f.jpg;0.0;10000.4;MD240;DeepSkyBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;10000.4;100.0;8090.3;5;2477.5;1910.2;2620.9;1993.7;1993.7;283.6;1.0;0.0;2.0;24.8;19.1;1901.9;19.0;950.9
Trial002;1_aspn_f.jpg;0.0;10002.4;MD239;DimGray;Right;White Space;;Local;5;1285664;72.9;0.0;1;10002.4;100.0;-;-;523.7;0.0;0.0;58.5;58.5;0.0;0.0;-;0.0;5.2;0.0;0.0;0.0;0.0
Trial009;1_aspn_f.jpg;0.0;10000.5;WD234;DodgerBlue;Right;White Space;;Local;5;1285664;72.9;0.0;1;10000.5;100.0;-;-;283.7;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;2.8;0.0;0.0;0.0;0.0
Trial009;1_aspn_f.jpg;0.0;9999.7;WD235;Firebrick;Right;White Space;;Local;5;1285664;72.9;0.0;1;9999.7;100.0;-;-;576.0;0.0;0.0;50.0;50.0;0.0;0.0;-;0.0;5.8;0.0;0.0;0.0;0.0
Trial007;1_aspn_f.jpg;0.0;10001.7;WD236;ForestGreen;Right;White Space;;Local;5;1285664;72.9;0.0;1;10001.7;100.0;-;-;375.4;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;3.8;0.0;0.0;0.0;0.0
Trial002;1_aspn_f.jpg;0.0;9996.9;WD237;Gainsboro;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.9;100.0;-;-;447.3;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;4.5;0.0;0.0;0.0;0.0
Trial004;1_aspn_f.jpg;0.0;10000.4;WD238;Gold;Right;White Space;;Local;5;1285664;72.9;0.0;1;10000.4;100.0;365.5;1;1593.3;809.2;1110.3;917.4;1184.3;116.7;4.0;3.0;5.0;15.9;8.1;801.0;8.0;160.2
Trial010;1_aspn_f.jpg;0.0;9996.3;WD239;Goldenrod;Right;White Space;;Local;5;1285664;72.9;0.0;1;9996.3;100.0;1253.8;2;1274.5;317.7;435.8;476.0;609.0;192.4;2.0;1.0;2.0;12.7;3.2;317.7;3.2;158.8
Trial007;1_aspn_f.jpg;0.0;9994.0;WD240;Gray;Right;White Space;;Local;5;1285664;72.9;0.0;1;9994.0;100.0;-;-;474.3;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;4.7;0.0;0.0;0.0;0.0
Trial008;1_aspn_f.jpg;0.0;9998.9;WD241;Green;Right;White Space;;Local;5;1285664;72.9;0.0;1;9998.9;100.0;-;-;567.0;0.0;0.0;0.0;0.0;0.0;0.0;-;0.0;5.7;0.0;0.0;0.0;0.0
Trial012;17_psna_f.jpg;0.0;9995.5;MD216;Coral;Right;angry;;Local;1;119584;6.8;0.0;1;9995.5;100.0;3914.2;5;851.0;817.5;12058.7;859.3;900.9;433.7;1.0;0.0;2.0;8.5;8.2;809.1;8.1;404.6
Trial007;17_psna_f.jpg;0.0;9993.8;MD218;CornflowerBlue;Right;angry;;Local;1;119584;6.8;0.0;1;9993.8;100.0;1626.8;5;1835.2;1776.8;26210.1;1927.0;1993.8;233.5;2.0;1.0;9.0;18.4;17.8;1718.6;17.2;191.0
Trial006;17_psna_f.jpg;0.0;9994.0;MD220;Crimson;Right;angry;;Local;1;119584;6.8;0.0;1;9994.0;100.0;3812.1;4;1359.7;1343.0;19811.5;1384.7;1434.7;191.8;1.0;0.0;5.0;13.6;13.4;1309.7;13.1;261.9
Trial007;17_psna_f.jpg;0.0;9991.6;MD221;Cyan;Right;angry;;Local;1;119584;6.8;0.0;1;9991.6;100.0;1090.7;4;1651.6;1585.1;23382.0;1693.5;1785.2;300.4;2.0;1.0;5.0;16.5;15.9;1560.0;15.6;312.0
Trial001;17_psna_f.jpg;0.0;9987.7;MD222;DarkBlue;Right;angry;;Local;1;119584;6.8;0.0;1;9987.7;100.0;2552.9;3;1343.1;1201.2;17719.4;1551.5;1735.1;150.2;2.0;1.0;5.0;13.4;12.0;1176.3;11.8;235.3
Trial006;17_psna_f.jpg;0.0;9992.7;MD223;DarkCyan;Right;angry;;Local;1;119584;6.8;0.0;1;9992.7;100.0;2685.2;4;2118.8;1968.6;29039.0;2277.2;2427.4;158.5;2.0;1.0;11.0;21.2;19.7;1676.6;16.8;152.4
Trial009;17_psna_f.jpg;0.0;9995.3;MD224;DarkGoldenrod;Right;angry;;Local;1;119584;6.8;0.0;1;9995.3;100.0;1695.3;3;5305.2;5071.5;74809.8;5271.8;5380.4;325.2;4.0;3.0;16.0;53.1;50.7;4671.4;46.7;292.0
Trial012;17_psna_f.jpg;0.0;10002.1;MD225;DarkGray;Right;angry;;Local;1;119584;6.8;0.0;1;10002.1;100.0;3103.5;4;942.5;892.6;13166.3;959.3;1051.1;600.6;2.0;1.0;2.0;9.4;8.9;892.6;8.9;446.3
Trial008;17_psna_f.jpg;0.0;10000.9;MD226;DarkGreen;Right;angry;;Local;1;119584;6.8;0.0;1;10000.9;100.0;4570.4;3;2052.1;1918.6;28300.9;2052.1;2160.6;191.8;2.0;1.0;6.0;20.5;19.2;1877.0;18.8;312.8
Trial005;17_psna_f.jpg;0.0;9995.7;MD227;DarkKhaki;Right;angry;;Local;1;119584;6.8;0.0;1;9995.7;100.0;4698.0;5;3144.8;2886.3;42576.5;3094.8;3203.3;283.6;1.0;0.0;13.0;31.5;28.9;2285.3;22.9;175.8
Trial009;17_psna_f.jpg;0.0;9990.1;MD228;DarkMagenta;Right;angry;;Local;1;119584;6.8;0.0;1;9990.1;100.0;246.6;1;1626.8;1493.2;22026.6;1760.3;1810.3;233.5;1.0;0.0;7.0;16.3;14.9;1409.8;14.1;201.4
Trial008;17_psna_f.jpg;0.0;9998.8;MD229;DarkOliveGreen;Right;angry;;Local;1;119584;6.8;0.0;1;9998.8;100.0;6486.8;4;2469.2;2202.3;32486.4;2344.1;2519.2;191.9;3.0;2.0;10.0;24.7;22.0;2118.7;21.2;211.9
Trial006;17_psna_f.jpg;0.0;9998.5;MD230;DarkOrange;Right;angry;;Local;1;119584;6.8;0.0;1;9998.5;100.0;2398.9;3;2302.5;2218.9;32731.5;2310.5;2385.8;242.0;2.0;1.0;5.0;23.0;22.2;2194.0;21.9;438.8
Trial001;17_psna_f.jpg;0.0;9995.8;MD231;DarkOrchid;Right;angry;;Local;1;119584;6.8;0.0;1;9995.8;100.0;1670.5;3;1802.0;1585.1;23381.9;1785.2;1918.6;91.8;2.0;1.0;7.0;18.0;15.9;1535.0;15.4;219.3
Trial003;17_psna_f.jpg;0.0;10002.5;MD232;DarkRed;Right;angry;;Local;1;119584;6.8;0.0;1;10002.5;100.0;1794.1;3;433.7;317.0;4675.7;417.1;542.2;317.0;1.0;0.0;1.0;4.3;3.2;317.0;3.2;317.0
Trial007;17_psna_f.jpg;0.0;9992.6;MD233;DarkSalmon;Right;angry;;Local;1;119584;6.8;0.0;1;9992.6;100.0;4503.6;4;1217.8;901.0;13290.7;1001.1;1376.5;83.5;2.0;1.0;4.0;12.2;9.0;709.1;7.1;177.3
Trial004;17_psna_f.jpg;0.0;9994.2;MD234;DarkSeaGreen;Right;angry;;Local;1;119584;6.8;0.0;1;9994.2;100.0;2161.1;3;659.0;642.3;9475.4;675.7;717.4;233.6;1.0;0.0;2.0;6.6;6.4;634.1;6.3;317.0
Trial009;17_psna_f.jpg;0.0;9985.6;MD235;DarkSlateBlue;Right;angry;;Local;1;119584;6.8;0.0;1;9985.6;100.0;2144.2;3;1693.4;1601.6;23626.0;1726.7;1902.0;383.7;3.0;2.0;8.0;17.0;16.0;1510.1;15.1;188.8
Trial011;17_psna_f.jpg;0.0;9999.3;MD236;DarkSlateGray;Right;angry;;Local;1;119584;6.8;0.0;1;9999.3;100.0;2591.8;3;2911.3;2852.9;42084.2;2953.1;3044.8;300.4;2.0;1.0;7.0;29.1;28.5;2777.7;27.8;396.8
Trial001;17_psna_f.jpg;0.0;9996.1;MD237;DarkTurquoise;Right;angry;;Local;1;119584;6.8;0.0;1;9996.1;100.0;2988.9;3;1584.9;1560.0;23011.2;1610.1;1651.7;108.4;1.0;0.0;5.0;15.9;15.6;1527.5;15.3;305.5
Trial003;17_psna_f.jpg;0.0;9993.6;MD238;DarkViolet;Right;angry;;Local;1;119584;6.8;0.0;1;9993.6;100.0;4913.5;4;3336.6;3261.6;48112.1;3445.2;3545.3;150.1;4.0;3.0;13.0;33.4;32.6;3044.6;30.5;234.2
Trial011;17_psna_f.jpg;0.0;9992.0;MD219;DeepPink;Right;angry;;Local;1;119584;6.8;0.0;1;9992.0;100.0;2626.1;3;1142.8;1084.5;15997.4;1151.2;1251.3;191.9;2.0;1.0;5.0;11.4;10.9;1051.3;10.5;210.3
Trial006;17_psna_f.jpg;0.0;9998.0;MD240;DeepSkyBlue;Right;angry;;Local;1;119584;6.8;0.0;1;9998.0;100.0;5234.8;4;1868.5;1843.5;27194.4;1893.6;1935.3;283.6;1.0;0.0;5.0;18.7;18.4;1810.4;18.1;362.1
Trial009;17_psna_f.jpg;0.0;9996.2;MD239;DimGray;Right;angry;;Local;1;119584;6.8;0.0;1;9996.2;100.0;720.2;2;1292.9;1109.4;16365.2;1268.0;1434.9;150.1;3.0;2.0;6.0;12.9;11.1;1075.9;10.8;179.3
Trial012;17_psna_f.jpg;0.0;9996.1;WD234;DodgerBlue;Right;angry;;Local;1;119584;6.8;0.0;1;9996.1;100.0;1253.9;3;5572.4;5463.9;80599.0;5597.3;5772.5;300.4;3.0;2.0;20.0;55.7;54.7;5272.1;52.7;263.6
Trial011;17_psna_f.jpg;0.0;9999.9;WD235;Firebrick;Right;angry;;Local;1;119584;6.8;0.0;1;9999.9;100.0;2592.2;3;1660.1;1610.0;23749.1;1668.4;1726.8;734.1;1.0;0.0;4.0;16.6;16.1;1584.9;15.8;396.2
Trial009;17_psna_f.jpg;0.0;9993.3;WD236;ForestGreen;Right;angry;;Local;1;119584;6.8;0.0;1;9993.3;100.0;2418.0;3;2852.9;2819.5;41591.0;2919.6;3011.3;250.2;2.0;1.0;11.0;28.5;28.2;2702.6;27.0;245.7
Trial005;17_psna_f.jpg;0.0;9996.1;WD237;Gainsboro;Right;angry;;Local;1;119584;6.8;0.0;1;9996.1;100.0;4281.9;3;834.1;800.8;11813.2;859.2;892.6;200.2;1.0;0.0;2.0;8.3;8.0;792.4;7.9;396.2
Trial008;17_psna_f.jpg;0.0;9995.9;WD238;Gold;Right;angry;;Local;1;119584;6.8;0.0;1;9995.9;100.0;2588.4;3;2886.2;2836.4;41840.3;2919.8;3061.5;83.4;2.0;1.0;10.0;28.9;28.4;2627.7;26.3;262.8
Trial001;17_psna_f.jpg;0.0;9999.3;WD239;Goldenrod;Right;angry;;Local;1;119584;6.8;0.0;1;9999.3;100.0;8472.8;4;1568.4;1434.8;21164.7;1576.7;1576.7;83.4;1.0;0.0;6.0;15.7;14.3;1401.4;14.0;233.6
