Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Eye L/R;AOI Name;AOI Group;AOI Scope;AOI Order;AOI Size [px];AOI Coverage [%];Time to First Appearance [ms];Appearance Count;Visible Time [ms];Visible Time [%];Entry Time [ms];Sequence;Net Dwell Time [ms];Dwell Time [ms];Normalized Dwell [ms/Coverage];Glance Duration [ms];Diversion Duration [ms];First Fixation Duration [ms];Glances Count;Revisits;Fixation Count;Net Dwell Time [%];Dwell Time [%];Fixation Time [ms];Fixation Time [%];Average Fixation Duration [ms]
Trial001;19_naps_f.jpg;0.0;9988.9;MD216;Coral;Right;happy;;Local;1;119584;6.8;0.0;1;9988.9;100.0;3941.0;5;2911.3;2786.1;41098.6;2869.5;3019.8;133.5;2.0;1.0;6.0;29.1;27.9;2752.8;27.6;458.8
Trial004;19_naps_f.jpg;0.0;9997.6;MD218;CornflowerBlue;Right;happy;;Local;1;119584;6.8;0.0;1;9997.6;100.0;1747.4;4;4638.2;4346.0;64109.1;4446.3;4496.4;166.8;3.0;2.0;11.0;46.4;43.5;4237.6;42.4;385.2
Trial011;19_naps_f.jpg;0.0;9994.1;MD220;Crimson;Right;happy;;Local;1;119584;6.8;0.0;1;9994.1;100.0;3512.5;4;675.7;650.7;9599.0;692.4;742.3;258.6;1.0;0.0;2.0;6.8;6.5;642.3;6.4;321.2
Trial008;19_naps_f.jpg;0.0;9994.8;MD221;Cyan;Right;happy;;Local;1;119584;6.8;0.0;1;9994.8;100.0;2086.6;5;2235.8;1993.7;29408.8;2152.2;2419.3;717.4;3.0;2.0;7.0;22.4;19.9;1951.8;19.5;278.8
Trial008;19_naps_f.jpg;0.0;9991.7;MD222;DarkBlue;Right;happy;;Local;1;119584;6.8;0.0;1;9991.7;100.0;4210.7;4;2335.8;2252.4;33225.7;2394.2;2469.4;267.0;2.0;1.0;6.0;23.4;22.5;2102.3;21.0;350.4
Trial007;19_naps_f.jpg;0.0;9996.0;MD223;DarkCyan;Right;happy;;Local;1;119584;6.8;0.0;1;9996.0;100.0;1529.1;3;3528.3;3645.3;53772.5;3703.6;3795.4;191.9;2.0;1.0;12.0;35.3;36.5;3228.5;32.3;269.0
Trial006;19_naps_f.jpg;0.0;9990.8;MD224;DarkGoldenrod;Right;happy;;Local;1;119584;6.8;0.0;1;9990.8;100.0;2091.1;3;342.0;317.0;4676.2;358.8;400.4;317.0;1.0;0.0;1.0;3.4;3.2;317.0;3.2;317.0
Trial006;19_naps_f.jpg;0.0;9997.3;MD225;DarkGray;Right;happy;;Local;1;119584;6.8;0.0;1;9997.3;100.0;2723.3;3;1952.0;1943.5;28669.2;1993.6;2035.4;166.8;1.0;0.0;6.0;19.5;19.4;1834.9;18.4;305.8
Trial010;19_naps_f.jpg;0.0;9996.9;MD226;DarkGreen;Right;happy;;Local;1;119584;6.8;0.0;1;9996.9;100.0;812.5;2;3220.1;3178.3;46883.8;3278.3;3311.7;408.7;2.0;1.0;6.0;32.2;31.8;3144.8;31.5;524.1
Trial011;19_naps_f.jpg;0.0;9998.9;MD227;DarkKhaki;Right;happy;;Local;1;119584;6.8;0.0;1;9998.9;100.0;4217.9;4;1101.1;984.4;14520.3;1351.4;1434.8;200.3;1.0;0.0;4.0;11.0;9.8;617.3;6.2;154.3
Trial012;19_naps_f.jpg;0.0;10002.8;MD228;DarkMagenta;Right;happy;;Local;1;119584;6.8;0.0;1;10002.8;100.0;1435.6;2;2744.4;2836.3;41839.0;2902.9;2961.3;308.7;2.0;1.0;12.0;27.4;28.4;2728.1;27.3;227.3
Trial010;19_naps_f.jpg;0.0;9994.3;MD229;DarkOliveGreen;Right;happy;;Local;1;119584;6.8;0.0;1;9994.3;100.0;3729.5;3;1810.2;1710.1;25225.3;1893.6;2077.1;100.1;2.0;1.0;6.0;18.1;17.1;1493.1;14.9;248.8
Trial011;19_naps_f.jpg;0.0;9993.7;MD230;DarkOrange;Right;happy;;Local;1;119584;6.8;0.0;1;9993.7;100.0;1184.4;2;2435.8;2427.5;35808.8;2485.9;2544.3;175.3;1.0;0.0;6.0;24.4;24.3;2386.1;23.9;397.7
Trial002;19_naps_f.jpg;0.0;10000.4;MD231;DarkOrchid;Right;happy;;Local;1;119584;6.8;0.0;1;10000.4;100.0;1875.4;4;4087.5;4029.1;59433.4;4154.2;4196.0;517.2;2.0;1.0;18.0;40.9;40.3;3878.7;38.8;215.5
Trial007;19_naps_f.jpg;0.0;9997.4;MD232;DarkRed;Right;happy;;Local;1;119584;6.8;0.0;1;9997.4;100.0;1154.9;2;2719.4;2686.1;39623.0;2811.2;2911.3;225.3;2.0;1.0;11.0;27.2;26.9;2611.1;26.1;237.4
Trial002;19_naps_f.jpg;0.0;10000.4;MD233;DarkSalmon;Right;happy;;Local;1;119584;6.8;0.0;1;10000.4;100.0;1216.3;2;2978.0;2903.0;42822.2;3036.5;3169.9;208.6;3.0;2.0;10.0;29.8;29.0;2836.2;28.4;283.6
Trial006;19_naps_f.jpg;0.0;9994.1;MD234;DarkSeaGreen;Right;happy;;Local;1;119584;6.8;0.0;1;9994.1;100.0;1493.2;2;2244.5;2161.0;31877.0;2319.5;2419.5;200.3;3.0;2.0;9.0;22.5;21.6;2111.1;21.1;234.6
Trial011;19_naps_f.jpg;0.0;9994.4;MD235;DarkSlateBlue;Right;happy;;Local;1;119584;6.8;0.0;1;9994.4;100.0;776.7;3;2427.6;2369.1;34946.5;2402.5;2460.8;125.1;1.0;0.0;7.0;24.3;23.7;2268.7;22.7;324.1
Trial001;19_naps_f.jpg;0.0;10001.0;MD236;DarkSlateGray;Right;happy;;Local;1;119584;6.8;0.0;1;10001.0;100.0;1542.4;4;3428.5;3361.8;49590.7;3511.9;3687.2;408.8;4.0;3.0;10.0;34.3;33.6;3303.2;33.0;330.3
Trial012;19_naps_f.jpg;0.0;9997.1;MD237;DarkTurquoise;Right;happy;;Local;1;119584;6.8;0.0;1;9997.1;100.0;5417.3;4;750.7;725.9;10707.2;767.5;825.9;333.8;1.0;0.0;2.0;7.5;7.3;717.5;7.2;358.8
Trial009;19_naps_f.jpg;0.0;9992.5;MD238;DarkViolet;Right;happy;;Local;1;119584;6.8;0.0;1;9992.5;100.0;4311.7;3;3654.1;3570.4;52667.8;3745.5;3829.0;125.1;3.0;2.0;14.0;36.6;35.7;3411.8;34.1;243.7
Trial001;19_naps_f.jpg;0.0;9994.3;MD219;DeepPink;Right;happy;;Local;1;119584;6.8;0.0;1;9994.3;100.0;1502.4;4;4546.3;4337.9;63989.1;4488.0;4638.0;433.8;5.0;4.0;13.0;45.5;43.4;4221.0;42.2;324.7
Trial007;19_naps_f.jpg;0.0;9995.3;MD240;DeepSkyBlue;Right;happy;;Local;1;119584;6.8;0.0;1;9995.3;100.0;4364.7;4;1459.8;1443.1;21286.9;1501.4;1551.5;83.4;1.0;0.0;5.0;14.6;14.4;1409.7;14.1;281.9
Trial008;19_naps_f.jpg;0.0;10000.7;MD239;DimGray;Right;happy;;Local;1;119584;6.8;0.0;1;10000.7;100.0;3410.5;4;1643.3;1501.6;22149.9;1635.1;1752.0;150.2;2.0;1.0;5.0;16.4;15.0;1476.7;14.8;295.3
Trial003;19_naps_f.jpg;0.0;9988.5;WD234;DodgerBlue;Right;happy;;Local;1;119584;6.8;0.0;1;9988.5;100.0;2239.0;4;2636.0;2561.1;37779.7;2711.3;2811.2;659.1;4.0;3.0;8.0;26.4;25.6;2519.4;25.2;314.9
Trial002;19_naps_f.jpg;0.0;9999.9;WD235;Firebrick;Right;happy;;Local;1;119584;6.8;0.0;1;9999.9;100.0;4135.6;4;2243.7;2068.7;30515.2;2235.5;2344.0;367.0;1.0;0.0;5.0;22.4;20.7;1993.5;19.9;398.7
Trial006;19_naps_f.jpg;0.0;9997.1;WD236;ForestGreen;Right;happy;;Local;1;119584;6.8;0.0;1;9997.1;100.0;3106.8;3;2385.9;2385.6;35191.0;2427.4;2485.9;250.2;2.0;1.0;8.0;23.9;23.9;2293.8;22.9;286.7
Trial010;19_naps_f.jpg;0.0;9996.3;WD237;Gainsboro;Right;happy;;Local;1;119584;6.8;0.0;1;9996.3;100.0;1395.9;2;2077.2;2043.7;30146.6;2127.0;2202.2;400.4;2.0;1.0;7.0;20.8;20.4;2001.8;20.0;286.0
Trial011;19_naps_f.jpg;0.0;9999.4;WD238;Gold;Right;happy;;Local;1;119584;6.8;0.0;1;9999.4;100.0;3392.7;4;1810.1;1760.1;25963.6;1902.0;1977.0;358.6;2.0;1.0;4.0;18.1;17.6;1743.4;17.4;435.8
Trial008;19_naps_f.jpg;0.0;9992.4;WD239;Goldenrod;Right;happy;;Local;1;119584;6.8;0.0;1;9992.4;100.0;3210.4;3;3937.1;3945.6;58201.9;4029.1;4120.9;475.5;2.0;1.0;14.0;39.4;39.5;3613.5;36.2;258.1
Trial009;19_naps_f.jpg;0.0;9994.1;WD240;Gray;Right;happy;;Local;1;119584;6.8;0.0;1;9994.1;100.0;3445.7;3;959.4;784.2;11567.7;967.7;1026.1;433.9;1.0;0.0;2.0;9.6;7.8;767.6;7.7;383.8
Trial002;19_naps_f.jpg;0.0;9992.2;WD241;Green;Right;happy;;Local;1;119584;6.8;0.0;1;9992.2;100.0;3827.6;4;825.9;792.5;11690.2;851.0;901.0;483.7;1.0;0.0;2.0;8.3;7.9;784.1;7.8;392.1
Trial001;19_naps_f.jpg;0.0;9988.9;MD216;Coral;Right;angry;;Local;2;119584;6.8;0.0;1;9988.9;100.0;1763.8;3;1760.1;1718.4;25347.6;1801.8;1901.9;1017.7;2.0;1.0;3.0;17.6;17.2;1710.0;17.1;570.0
Trial004;19_naps_f.jpg;0.0;9997.6;MD218;CornflowerBlue;Right;angry;;Local;2;119584;6.8;0.0;1;9997.6;100.0;195.8;2;734.1;717.3;10581.6;742.5;784.2;141.7;1.0;0.0;3.0;7.3;7.2;700.6;7.0;233.5
Trial011;19_naps_f.jpg;0.0;9994.1;MD220;Crimson;Right;angry;;Local;2;119584;6.8;0.0;1;9994.1;100.0;734.7;3;3053.3;2886.2;42574.6;3128.2;3345.1;350.4;3.0;2.0;12.0;30.6;28.9;2760.8;27.6;230.1
Trial008;19_naps_f.jpg;0.0;9994.8;MD221;Cyan;Right;angry;;Local;2;119584;6.8;0.0;1;9994.8;100.0;827.0;3;1126.1;1184.5;17472.5;1459.7;1593.2;141.7;3.0;2.0;7.0;11.3;11.9;1117.7;11.2;159.7
Trial008;19_naps_f.jpg;0.0;9991.7;MD222;DarkBlue;Right;angry;;Local;2;119584;6.8;0.0;1;9991.7;100.0;1658.0;2;2469.0;2427.6;35810.1;2544.4;2644.3;83.5;2.0;1.0;11.0;24.7;24.3;2101.8;21.0;191.1
Trial007;19_naps_f.jpg;0.0;9996.0;MD223;DarkCyan;Right;angry;;Local;2;119584;6.8;0.0;1;9996.0;100.0;4440.4;5;1318.1;1301.3;19196.1;1518.2;1543.1;325.4;1.0;0.0;2.0;13.2;13.0;1293.0;12.9;646.5
Trial006;19_naps_f.jpg;0.0;9990.8;MD224;DarkGoldenrod;Right;angry;;Local;2;119584;6.8;0.0;1;9990.8;100.0;256.0;1;5781.0;5722.3;84411.0;5864.2;6064.3;291.9;3.0;2.0;19.0;57.9;57.3;5146.9;51.5;270.9
Trial006;19_naps_f.jpg;0.0;9997.3;MD225;DarkGray;Right;angry;;Local;2;119584;6.8;0.0;1;9997.3;100.0;254.2;1;2318.9;2277.3;33592.5;2335.8;2394.1;150.1;2.0;1.0;7.0;23.2;22.8;2235.7;22.4;319.4
Trial010;19_naps_f.jpg;0.0;9996.9;MD226;DarkGreen;Right;angry;;Local;2;119584;6.8;0.0;1;9996.9;100.0;3890.6;3;1418.1;1401.5;20673.2;1451.6;1484.8;342.0;1.0;0.0;4.0;14.2;14.0;1376.4;13.8;344.1
Trial011;19_naps_f.jpg;0.0;9998.9;MD227;DarkKhaki;Right;angry;;Local;2;119584;6.8;0.0;1;9998.9;100.0;1715.3;2;1126.1;1284.6;18949.0;1351.3;1359.6;350.4;2.0;1.0;2.0;11.3;12.8;1276.3;12.8;638.2
Trial012;19_naps_f.jpg;0.0;10002.8;MD228;DarkMagenta;Right;angry;;Local;2;119584;6.8;0.0;1;10002.8;100.0;2344.8;3;2469.4;2327.4;34331.7;2477.3;2702.7;158.5;3.0;2.0;11.0;24.7;23.3;2152.0;21.5;195.6
Trial010;19_naps_f.jpg;0.0;9994.3;MD229;DarkOliveGreen;Right;angry;;Local;2;119584;6.8;0.0;1;9994.3;100.0;1669.0;2;2419.3;2202.3;32487.0;2511.0;2811.2;175.3;4.0;3.0;10.0;24.2;22.0;2060.3;20.6;206.0
Trial011;19_naps_f.jpg;0.0;9993.7;MD230;DarkOrange;Right;angry;;Local;2;119584;6.8;0.0;1;9993.7;100.0;4070.7;4;5923.0;5923.0;87371.0;5964.6;5964.6;617.4;1.0;0.0;4.0;59.3;59.3;5898.0;59.0;1474.5
Trial002;19_naps_f.jpg;0.0;10000.4;MD231;DarkOrchid;Right;angry;;Local;2;119584;6.8;0.0;1;10000.4;100.0;682.6;2;1668.3;1626.7;23995.1;1760.2;1801.7;133.4;2.0;1.0;6.0;16.7;16.3;1484.7;14.8;247.5
Trial007;19_naps_f.jpg;0.0;9997.4;MD232;DarkRed;Right;angry;;Local;2;119584;6.8;0.0;1;9997.4;100.0;2731.5;4;800.9;792.5;11690.2;825.9;909.2;233.6;1.0;0.0;3.0;8.0;7.9;776.0;7.8;258.7
Trial002;19_naps_f.jpg;0.0;10000.4;MD233;DarkSalmon;Right;angry;;Local;2;119584;6.8;0.0;1;10000.4;100.0;3418.6;4;1142.8;909.3;13413.3;1242.9;1484.9;250.2;3.0;2.0;4.0;11.4;9.1;900.9;9.0;225.2
Trial006;19_naps_f.jpg;0.0;9994.1;MD234;DarkSeaGreen;Right;angry;;Local;2;119584;6.8;0.0;1;9994.1;100.0;3236.7;4;900.9;875.9;12920.1;926.0;984.3;709.1;1.0;0.0;2.0;9.0;8.8;867.6;8.7;433.8
Trial011;19_naps_f.jpg;0.0;9994.4;MD235;DarkSlateBlue;Right;angry;;Local;2;119584;6.8;0.0;1;9994.4;100.0;4914.2;5;1768.5;1701.7;25101.8;1835.2;2152.3;442.1;3.0;2.0;5.0;17.7;17.0;1685.0;16.9;337.0
Trial001;19_naps_f.jpg;0.0;10001.0;MD236;DarkSlateGray;Right;angry;;Local;2;119584;6.8;0.0;1;10001.0;100.0;733.3;2;1359.6;1326.3;19564.9;1484.8;1560.0;116.7;3.0;2.0;6.0;13.6;13.3;1301.1;13.0;216.8
Trial012;19_naps_f.jpg;0.0;9997.1;MD237;DarkTurquoise;Right;angry;;Local;2;119584;6.8;0.0;1;9997.1;100.0;2756.3;2;3361.9;3203.3;47252.0;3303.4;3511.9;208.6;2.0;1.0;8.0;33.6;32.0;2875.7;28.8;359.5
Trial009;19_naps_f.jpg;0.0;9992.5;MD238;DarkViolet;Right;angry;;Local;2;119584;6.8;0.0;1;9992.5;100.0;3060.4;2;1042.7;1026.1;15135.9;1076.1;1134.5;200.2;1.0;0.0;4.0;10.4;10.3;992.7;9.9;248.2
Trial001;19_naps_f.jpg;0.0;9994.3;MD219;DeepPink;Right;angry;;Local;2;119584;6.8;0.0;1;9994.3;100.0;751.5;2;909.3;876.0;12921.6;1009.2;1125.9;258.6;3.0;2.0;4.0;9.1;8.8;867.6;8.7;216.9
Trial007;19_naps_f.jpg;0.0;9995.3;MD240;DeepSkyBlue;Right;angry;;Local;2;119584;6.8;0.0;1;9995.3;100.0;2596.2;3;1735.1;1710.1;25225.7;1760.2;1818.5;375.4;1.0;0.0;5.0;17.4;17.1;1610.2;16.1;322.0
Trial008;19_naps_f.jpg;0.0;10000.7;MD239;DimGray;Right;angry;;Local;2;119584;6.8;0.0;1;10000.7;100.0;182.3;1;2786.0;2536.0;37409.4;2886.3;3069.8;141.9;5.0;4.0;10.0;27.9;25.4;2386.1;23.9;238.6
Trial003;19_naps_f.jpg;0.0;9988.5;WD234;DodgerBlue;Right;angry;;Local;2;119584;6.8;0.0;1;9988.5;100.0;1171.2;2;3228.3;3169.9;46759.5;3403.5;3536.9;250.2;3.0;2.0;10.0;32.3;31.7;3111.4;31.1;311.1
Trial002;19_naps_f.jpg;0.0;9999.9;WD235;Firebrick;Right;angry;;Local;2;119584;6.8;0.0;1;9999.9;100.0;1307.7;2;909.2;884.2;13043.2;934.3;967.7;166.7;1.0;0.0;4.0;9.1;8.8;859.2;8.6;214.8
Trial006;19_naps_f.jpg;0.0;9997.1;WD236;ForestGreen;Right;angry;;Local;2;119584;6.8;0.0;1;9997.1;100.0;1188.1;2;926.0;901.0;13290.4;942.7;1001.1;342.0;1.0;0.0;2.0;9.3;9.0;892.6;8.9;446.3
Trial010;19_naps_f.jpg;0.0;9996.3;WD237;Gainsboro;Right;angry;;Local;2;119584;6.8;0.0;1;9996.3;100.0;2822.4;4;1001.0;967.6;14273.0;1034.5;1084.5;200.1;2.0;1.0;6.0;10.0;9.7;934.1;9.3;155.7
Trial011;19_naps_f.jpg;0.0;9999.4;WD238;Gold;Right;angry;;Local;2;119584;6.8;0.0;1;9999.4;100.0;1382.3;2;1576.5;1001.1;14766.8;1384.8;1751.7;125.1;2.0;1.0;6.0;15.8;10.0;917.6;9.2;152.9
Trial008;19_naps_f.jpg;0.0;9992.4;WD239;Goldenrod;Right;angry;;Local;2;119584;6.8;0.0;1;9992.4;100.0;1683.8;2;1401.5;1326.5;19567.2;1501.7;1785.2;141.9;3.0;2.0;6.0;14.0;13.3;1134.8;11.4;189.1
Trial009;19_naps_f.jpg;0.0;9994.1;WD240;Gray;Right;angry;;Local;2;119584;6.8;0.0;1;9994.1;100.0;234.1;1;4671.4;4646.3;68538.9;4796.6;4896.7;166.7;3.0;2.0;8.0;46.7;46.5;4604.6;46.1;575.6
Trial002;19_naps_f.jpg;0.0;9992.2;WD241;Green;Right;angry;;Local;2;119584;6.8;0.0;1;9992.2;100.0;1191.6;2;1434.7;1368.1;20180.4;1484.8;1509.8;509.0;2.0;1.0;4.0;14.4;13.7;1343.2;13.4;335.8
Trial001;19_naps_f.jpg;0.0;9988.9;MD216;Coral;Right;neutral;;Local;3;119584;6.8;0.0;1;9988.9;100.0;370.7;2;2836.4;2802.7;41343.7;2978.0;3078.3;125.1;3.0;2.0;8.0;28.4;28.1;2760.8;27.6;345.1
Trial004;19_naps_f.jpg;0.0;9997.6;MD218;CornflowerBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.6;100.0;954.9;3;1193.0;1151.2;16981.6;1234.7;1276.5;275.2;2.0;1.0;3.0;11.9;11.5;1142.8;11.4;380.9
Trial011;19_naps_f.jpg;0.0;9994.1;MD220;Crimson;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.1;100.0;209.1;2;2953.1;2861.5;42210.2;3128.3;3353.5;166.8;4.0;3.0;11.0;29.5;28.6;2794.6;28.0;254.1
Trial008;19_naps_f.jpg;0.0;9994.8;MD221;Cyan;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.8;100.0;209.6;2;1442.6;1001.0;14765.3;1292.9;1484.9;116.7;3.0;2.0;5.0;14.4;10.0;892.4;8.9;178.5
Trial008;19_naps_f.jpg;0.0;9991.7;MD222;DarkBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9991.7;100.0;556.9;1;2827.8;2469.2;36423.2;2702.9;2819.6;133.5;2.0;1.0;12.0;28.3;24.7;1918.3;19.2;159.9
Trial007;19_naps_f.jpg;0.0;9996.0;MD223;DarkCyan;Right;neutral;;Local;3;119584;6.8;0.0;1;9996.0;100.0;494.8;2;2577.6;2536.0;37408.6;2594.3;2652.6;425.4;2.0;1.0;5.0;25.8;25.4;2510.9;25.1;502.2
Trial006;19_naps_f.jpg;0.0;9990.8;MD224;DarkGoldenrod;Right;neutral;;Local;3;119584;6.8;0.0;1;9990.8;100.0;2449.8;4;1259.6;1226.3;18089.7;1267.9;1334.7;375.5;1.0;0.0;3.0;12.6;12.3;1126.2;11.3;375.4
Trial006;19_naps_f.jpg;0.0;9997.3;MD225;DarkGray;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.3;100.0;804.6;2;2319.0;2243.9;33100.7;2268.9;2319.0;208.6;2.0;1.0;6.0;23.2;22.4;2135.5;21.4;355.9
Trial010;19_naps_f.jpg;0.0;9996.9;MD226;DarkGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9996.9;100.0;211.9;1;3044.6;3019.7;44543.5;3078.1;3169.9;358.6;2.0;1.0;9.0;30.5;30.2;2894.7;29.0;321.6
Trial011;19_naps_f.jpg;0.0;9998.9;MD227;DarkKhaki;Right;neutral;;Local;3;119584;6.8;0.0;1;9998.9;100.0;263.9;1;1434.8;1393.1;20549.7;1501.6;1560.0;275.2;1.0;0.0;6.0;14.3;13.9;1326.3;13.3;221.1
Trial012;19_naps_f.jpg;0.0;10002.8;MD228;DarkMagenta;Right;neutral;;Local;3;119584;6.8;0.0;1;10002.8;100.0;3187.4;4;1593.2;1551.6;22887.2;1651.8;1760.3;383.7;2.0;1.0;5.0;15.9;15.5;1526.7;15.3;305.3
Trial010;19_naps_f.jpg;0.0;9994.3;MD229;DarkOliveGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.3;100.0;801.6;1;1943.6;1826.9;26948.9;2110.5;2227.3;125.1;3.0;2.0;10.0;19.4;18.3;1768.7;17.7;176.9
Trial011;19_naps_f.jpg;0.0;9993.7;MD230;DarkOrange;Right;neutral;;Local;3;119584;6.8;0.0;1;9993.7;100.0;216.8;1;959.3;909.2;13411.9;950.9;1009.3;508.9;1.0;0.0;2.0;9.6;9.1;892.6;8.9;446.3
Trial002;19_naps_f.jpg;0.0;10000.4;MD231;DarkOrchid;Right;neutral;;Local;3;119584;6.8;0.0;1;10000.4;100.0;248.7;1;1434.6;1376.5;20305.0;1460.0;1593.5;367.1;2.0;1.0;6.0;14.3;13.8;1343.2;13.4;223.9
Trial007;19_naps_f.jpg;0.0;9997.4;MD232;DarkRed;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.4;100.0;195.6;1;5413.9;5372.3;79247.0;5447.2;5489.0;175.1;2.0;1.0;19.0;54.2;53.7;5221.4;52.2;274.8
Trial002;19_naps_f.jpg;0.0;10000.4;MD233;DarkSalmon;Right;neutral;;Local;3;119584;6.8;0.0;1;10000.4;100.0;2434.3;3;2202.2;2143.8;31623.3;2277.3;2527.5;83.3;2.0;1.0;11.0;22.0;21.4;2018.4;20.2;183.5
Trial006;19_naps_f.jpg;0.0;9994.1;MD234;DarkSeaGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.1;100.0;233.6;1;3545.3;3487.0;51437.8;3612.2;3787.3;250.2;3.0;2.0;10.0;35.5;34.9;3428.6;34.3;342.9
Trial011;19_naps_f.jpg;0.0;9994.4;MD235;DarkSlateBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.4;100.0;201.1;1;3186.6;3111.4;45897.2;3178.2;3253.4;342.0;2.0;1.0;10.0;31.9;31.1;3044.5;30.5;304.4
Trial001;19_naps_f.jpg;0.0;10001.0;MD236;DarkSlateGray;Right;neutral;;Local;3;119584;6.8;0.0;1;10001.0;100.0;282.8;1;3053.4;2902.9;42820.9;3111.5;3378.4;208.5;5.0;4.0;8.0;30.5;29.0;2802.7;28.0;350.3
Trial012;19_naps_f.jpg;0.0;9997.1;MD237;DarkTurquoise;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.1;100.0;295.5;1;3695.7;3445.0;50817.5;3778.8;3878.9;266.9;3.0;2.0;15.0;37.0;34.5;2718.8;27.2;181.3
Trial009;19_naps_f.jpg;0.0;9992.5;MD238;DarkViolet;Right;neutral;;Local;3;119584;6.8;0.0;1;9992.5;100.0;240.8;1;2994.8;2919.7;43068.2;3003.0;3119.7;300.4;2.0;1.0;12.0;30.0;29.2;2736.2;27.4;228.0
Trial001;19_naps_f.jpg;0.0;9994.3;MD219;DeepPink;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.3;100.0;234.4;1;2393.9;2243.9;33100.0;2368.9;2610.7;175.1;4.0;3.0;7.0;24.0;22.5;2218.9;22.2;317.0
Trial007;19_naps_f.jpg;0.0;9995.3;MD240;DeepSkyBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9995.3;100.0;452.3;2;2118.8;2093.8;30885.9;2135.3;2185.4;166.8;1.0;0.0;10.0;21.2;20.9;1660.1;16.6;166.0
Trial008;19_naps_f.jpg;0.0;10000.7;MD239;DimGray;Right;neutral;;Local;3;119584;6.8;0.0;1;10000.7;100.0;4069.6;5;992.6;984.2;14518.0;1042.7;1092.8;175.1;2.0;1.0;5.0;9.9;9.8;950.7;9.5;190.1
Trial003;19_naps_f.jpg;0.0;9988.5;WD234;DodgerBlue;Right;neutral;;Local;3;119584;6.8;0.0;1;9988.5;100.0;228.6;1;1868.7;2002.1;29532.9;2127.2;2268.9;317.0;3.0;2.0;6.0;18.7;20.0;1977.1;19.8;329.5
Trial002;19_naps_f.jpg;0.0;9999.9;WD235;Firebrick;Right;neutral;;Local;3;119584;6.8;0.0;1;9999.9;100.0;206.5;1;2594.4;2569.4;37901.3;2702.9;2761.3;125.1;2.0;1.0;7.0;25.9;25.7;2527.6;25.3;361.1
Trial006;19_naps_f.jpg;0.0;9997.1;WD236;ForestGreen;Right;neutral;;Local;3;119584;6.8;0.0;1;9997.1;100.0;253.9;1;1868.6;1810.1;26700.6;1901.8;1985.3;583.8;2.0;1.0;6.0;18.7;18.1;1776.6;17.8;296.1
Trial010;19_naps_f.jpg;0.0;9996.3;WD237;Gainsboro;Right;neutral;;Local;3;119584;6.8;0.0;1;9996.3;100.0;445.0;1;2827.7;2786.1;41098.8;2836.3;2953.2;208.5;2.0;1.0;10.0;28.3;27.9;2710.8;27.1;271.1
Trial011;19_naps_f.jpg;0.0;9999.4;WD238;Gold;Right;neutral;;Local;3;119584;6.8;0.0;1;9999.4;100.0;431.3;1;2577.6;2402.6;35440.8;2627.6;2827.8;225.3;3.0;2.0;12.0;25.8;24.0;1877.3;18.8;156.4
Trial008;19_naps_f.jpg;0.0;9992.4;WD239;Goldenrod;Right;neutral;;Local;3;119584;6.8;0.0;1;9992.4;100.0;799.6;1;2102.3;1534.8;22640.5;2218.8;2435.8;100.1;3.0;2.0;8.0;21.0;15.4;1426.5;14.3;178.3
Trial009;19_naps_f.jpg;0.0;9994.1;WD240;Gray;Right;neutral;;Local;3;119584;6.8;0.0;1;9994.1;100.0;2694.9;2;1559.8;1501.6;22150.2;1651.7;1876.8;300.4;2.0;1.0;4.0;15.6;15.0;1485.0;14.9;371.2
Trial002;19_naps_f.jpg;0.0;9992.2;WD241;Green;Right;neutral;;Local;3;119584;6.8;0.0;1;9992.2;100.0;657.8;1;2010.3;1393.1;20549.5;1558.4;1691.9;475.5;2.0;1.0;4.0;20.1;13.9;1376.3;13.8;344.1
Trial001;19_naps_f.jpg;0.0;9988.9;MD216;Coral;Right;sad;;Local;4;119584;6.8;0.0;1;9988.9;100.0;2823.1;4;1918.5;1877.0;27687.4;1977.0;2060.4;183.6;2.0;1.0;6.0;19.2;18.8;1835.4;18.4;305.9
Trial004;19_naps_f.jpg;0.0;9997.6;MD218;CornflowerBlue;Right;sad;;Local;4;119584;6.8;0.0;1;9997.6;100.0;3173.9;5;2118.8;2102.1;31008.1;2143.8;2193.9;83.4;1.0;0.0;8.0;21.2;21.0;1818.3;18.2;227.3
Trial011;19_naps_f.jpg;0.0;9994.1;MD220;Crimson;Right;sad;;Local;4;119584;6.8;0.0;1;9994.1;100.0;4213.2;5;2769.5;2719.4;40114.2;2769.4;2827.9;208.6;1.0;0.0;7.0;27.7;27.2;2669.3;26.7;381.3
